nwl1,nwl2,nwl3,nwl4,fprd1,fprd2,fprd3,fprd4,pstr1,pstr3,astrw,g2,ny,vcrf,v2,t
"896,832","801,498","834,966","880,648","-1768,33","3413,93","-1266,15","3852,58","50,3518","92,9416","52,0387","2,02917","34,0675","126,449","-2,92502","5,71999999999992"
"897,782","803,858","832,781","881,688","-1950,3","3514,78","-1121,55","3845,71","49,1657","88,132","53,6552","1,99353","32,9458","126,361","-2,07672","5,72999999999992"
"904,431","800,318","831,688","879,609","-2163,59",3684,"-658,174","3729,01","43,8698","90,0277","54,9402","2,08857","33,0818","126,272","-1,22843","5,73999999999992"
"902,531","795,596","832,781","879,609","-2094,04","3803,4","-474,132","3209,55","45,4409","90,5043","55,9829","2,12421","33,0138","126,184","-0,00311505","5,74999999999992"
"902,531","796,777","829,502","878,57","-1951,47","3595,91","-584,223","2946,38","46,0548","86,4097","57,074","2,13609","33,365","126,095","-2,07672","5,75999999999992"
"899,682","795,596","831,688","881,688","-2032,61","3699,07","-845,493","3150,06","42,6109","84,6874","57,8741","2,07669","33,365","126,095","-0,411553","5,76999999999992"
"901,581","795,596","829,502","875,451","-2193,74","3784,85","-1128,12","2886,89","41,7577","79,8345","58,4641","2,01729","32,7192","126,007","-2,8936","5,77999999999992"
"897,782","793,236","829,502","872,333","-2343,26","3585,48","-1082,11","2614,57","39,0318","74,5483","59,0865","1,91037","32,8099","126,007","-2,48516","5,78999999999992"
"900,631","793,236","827,317","874,412","-2458,02","3525,2","-924,367","2635,18","35,952","71,9161","59,2966","1,93413","32,2887","125,918","-1,66828","5,79999999999992"
"903,481","789,695","827,317","873,372","-2407,02","3416,25","-763,334","3163,78","34,0792","70,2588","59,7007","1,93413","32,3567","125,918","-1,63687","5,80999999999992"
"898,732","786,154","826,224","871,293","-2269,08","3204,12","-723,893","2738,15","33,1428","68,8397","59,7088","1,93413","31,5749","125,83","-3,33345","5,81999999999992"
"897,782","787,334","826,224","874,412","-2187,93","3197,17","-1013,1","2694,67","31,2388","69,0455","59,822","1,88661","31,371","125,741","-1,22843","5,82999999999992"
"895,882","784,974","826,224","874,412","-2140,41","3299,17","-1001,59","3447,54","31,3741","69,2839","59,7573","1,95789","30,9404","125,653","-0,00311505","5,83999999999992"
"895,882","783,794","824,038","867,135","-2004,79","3281,78","-806,052","2742,73","31,655","68,2548","59,8301","2,01729","30,1587","125,565","-1,63687","5,84999999999992"
"892,083","783,794","824,038","867,135","-1874,96","3364,08","-1162,63","2346,84","30,8851","68,2873","59,7007","1,94601","30,5099","125,476","-2,48516","5,85999999999992"
"893,983","784,974","820,76","868,175","-1777,6","3449,86","-1348,31","2628,31","30,9163","68,2006","59,7088","2,00541","30,3626","125,299","-1,63687","5,86999999999992"
"897,782","782,613","822,946","867,135","-1641,98","3644,59","-1239,85","2767,89","30,136","68,6664","59,5876","2,02917","31,0764","125,299","-2,07672","5,87999999999992"
"893,033","782,613","820,76","866,096","-932,576","4080,43","-899,711","2534,48","30,2296","69,858","59,6361","2,15985","32,2207","125,211","-2,07672","5,88999999999992"
"893,033","783,794","818,574","869,214","-1534,17","4216,05","-1274,36","2456,68","30,0215","70,887","59,7007","2,19549","33,0704","125,211","-2,0453","5,89999999999992"
"890,183","782,613","818,574","868,175","-1465,79","4612,47","-1612,86","2763,32","30,2296","72,4902","59,4906","2,20737","34,6226","125,122","-1,19701","5,90999999999992"
"892,083","781,433","816,389","864,017","-780,724","4642,61","-1709,81","2838,83","31,3325","72,3819","59,3774","2,27864","36,3447","125,122","-1,63687","5,91999999999992"
"887,334","784,974","816,389","866,096","-1645,45","4617,11","-1565,2","3502,46","30,2816","73,346","59,4502","2,243","37,1152","125,034","-3,74189","5,92999999999992"
"889,234","782,613","812,018","867,135","-1708,04","4592,77","-973,662","3815,97","32,4666","71,4503","59,4259","2,25488","38,0442","124,945","-1,63687","5,93999999999992"
"891,133","777,892","816,389","865,057","-1242,07","4408,46","-852,062","3980,73","32,0192","69,793","59,4098","2,31428","38,8826","124,857","-2,0453","5,94999999999992"
"886,384","779,072","812,018","866,096","-1709,21","3595,91","-769,904","4378,9","31,5718","68,7097","59,3613","2,243","38,8826","124,768","-2,48516","5,95999999999992"
"885,434","780,253","812,018","866,096","-1832,08","3601,71","-636,812","4770,21","31,7174","67,7565","59,4583","2,25488","38,1802","124,68","-1,63687","5,96999999999992"
"881,635","774,351","812,018","865,057","-1936,4","3477,68","-526,712","4843,44","33,1741","65,1568","59,7007","2,06481","36,9792","124,503","-4,15033","5,97999999999992"
"881,635","774,351","812,018","859,859","-2218,07","3198,33","-577,654","5104,32","33,2573","63,6186","59,7007","1,99353","35,1325","124,326","-1,66828","5,98999999999992"
"877,836","773,171","812,018","860,899","-2602,91","2855,22","-626,949","5122,63","35,1093","59,2098","59,9836","1,76782","32,5606","124,149","-2,48516","5,99999999999992"
"879,736","768,45","809,832","858,82","-3340,13","2570,08","-477,417","4543,66","35,5567","55,3319","60,2342","1,75594","30,1587","123,972","-1,63687","6,00999999999992"
"883,535","764,909","813,11","856,741","-3775,97","2676,71","-207,94","3495,59","30,677","54,8119","60,5494","1,61338","27,7341","123,795","-4,15033","6,01999999999992"
"890,183","764,909","809,832","855,701","-2289,94","3049,96","-646,666","3566,53","15,32","73,8551","60,2746","2,25488","28,8104","123,706","-2,48516","6,02999999999992"
"891,133","767,27","808,739","855,701","3095,47","2160,9","-1312,15","4468,15","39,0734","83,3767","60,4282","2,87263","30,2267","123,618","-4,15033","6,03999999999992"
"883,535","766,089","807,646","852,583","-1048,49","3799,92","-1055,82","2690,09","44,8583","66,9657","60,4766","1,76782","28,3006","123,529","-1,19701","6,04999999999992"
"884,485","763,729","808,739","850,504","-1469,26","4506,99","-1085,4","2239,29","18,483","81,9035","60,2261","2,01729","30,5779","123,529","-4,99862","6,05999999999992"
"878,786","767,27","806,554","854,662","-759,862","3437,11","-1785,39","3204,97","41,2895","79,2496","60,1372","2,29052","30,0227","123,441","-2,0453","6,06999999999992"
"878,786","768,45","804,368","850,504","-2456,86","3913,51","-2160,04","3873,18","39,4063","64,1277","60,0968","1,67278","30,9404","123,441","0,436741","6,07999999999992"
"878,786","760,188","805,461","851,544","-4537,53","4955,57","-2370,36","2367,43","32,3209","57,6283","60,1129","1,38767","29,7282","123,352","1,28503","6,08999999999992"
"877,836","763,729","803,275","851,544","-4542,17","4735,34","-2191,26","1619,14","35,0677","46,9477","60,3069","1,47083","29,0144","123,264","-2,8936","6,09999999999991"
"876,886","761,368","805,461","851,544","-3101,35","4632,18","-2332,57","847,954","25,2667","48,2584","60,2988","1,53023","29,7961","123,264","0,845178","6,10999999999991"
"874,986","760,188","801,09","845,307","-2580,89","4027,11","-2695,71","-108,581","26,5568","47,1318","60,5979","1,49459","31,7222","123,087","-0,788572","6,11999999999991"
"874,986","761,368","797,811","842,188","-1885,4","3049,96","-2056,51","-1092,57","26,2759","48,2151","60,5817","1,73218","32,2207","123,087","-0,81999","6,12999999999991"
"874,037","761,368","799,997","845,307","72,4129","3600,55","4047,9","175,182","24,4759","52,5696","60,5817","2,4212","33,6369","122,998","-2,45374","6,13999999999991"
"872,137","762,548","795,626","841,149","-611,493","2726,56","717,177","-287,075","21,3754","67,5074","60,3716","1,85098","38,4068","122,91","0,0283032","6,14999999999991"
"878,786","760,188","799,997","844,267","-140,878","3536,8","4958,22","2877,73","28,1279","74,0609","60,1857","2,95578","39,6644","122,821","-1,19701","6,15999999999991"
"873,087","763,729","794,533","849,465","52,7069","3930,9","912,711","1850,26","21,0633","88,4678","59,9028","3,03894","42,8027","122,733","-2,45374","6,16999999999991"
"872,137","770,81","809,832","848,425","-335,618","5691,63","-1849,48","5475,03","25,8181","107,251","59,4906","2,43308","45,7145","122,733","1,69347","6,17999999999991"
"868,338","766,089","805,461","847,386","-1353,34","6945,82","669,52","6854,91","39,5208","93,7757","59,2724","2,84887","46,6322","122,644","-0,00311505","6,18999999999991"
"867,388","763,729","806,554","847,386","-1223,52","6825,27","-1985,86","6644,38","31,9671","87,4171","58,9653","2,43308","47,8445","122,556","-2,48516","6,19999999999991"
"863,589","777,892","802,182","847,386","-1711,52","8342,57","-3293,83","7932,73","25,7141","96,8195","58,6743","2,17173","48,275","122,556","-1,19701","6,20999999999991"
"863,589","760,188","796,718","850,504","-1316,25","6380,16","-4394,77","7902,99","36,5347","87,2871","58,3267","2,12421","49,7592","122,467","0,0283032","6,21999999999991"
"866,438","770,81","787,976","851,544","-595,263","7727,08","-4205,8","7227,91","23,0505","90,8509","57,858","2,57563","48,8415","122,379","-0,348716","6,22999999999991"
"866,438","764,909","781,419","854,662","-907,075","8146,68","-2518,25","6653,54","43,6513","96,1804","57,8337","2,82511","48,7622","122,29","-0,380134","6,23999999999991"
"861,689","756,647","783,605","858,82","-568,597","4170,84","2951,9","7767,97","51,4547","68,7639","57,858","2,71819","48,7622","122,202","-1,60545","6,24999999999991"
"860,739","760,188","782,512","849,465","-1326,69","5843,47","-265,451","4770,21","26,5568","76,4657","58,0277","2,57563","50,337","122,113","0,436741","6,25999999999991"
"858,84","753,106","780,326","845,307","-1643,13","2404,32","-1791,96","4880,06","47,3865","50,5657","58,642","2,13609","46,9267","121,936","-0,81999","6,26999999999991"
"856,94","749,565","781,419","839,07","-1753,25","2440,25","10,604","7568,88","26,484","46,0486","59,1188","2,50436","43,7204","121,848","-3,71047","6,27999999999991"
"855,99","753,106","778,141","836,991","-1727,75","2266,39","2723,5","5957,88","33,6319","54,2486","59,8705","2,61127","40,7407","121,582","-2,0453","6,28999999999991"
"856,94","743,664","782,512","835,952","-1993,2",1375,"1236,42","4429,24","35,1717","42,0081","60,2827","2,06481","37,6023","121,405","-2,86218","6,29999999999991"
"856,94","744,844","781,419","835,952","-1997,83","3367,56","515,065","6923,56","16,1836","63,1203","60,509","2,26676","33,501","121,14","-3,27062","6,30999999999991"
"854,09","741,303","782,512","836,991","-2168,23","2754,37","922,574","6015,09","41,3312","69,6847","60,7595","2,40932","29,8641","121,051","0,0283032","6,31999999999991"
"855,04","736,582","783,605","833,873","-2230,82","2713,81","546,282","7422,42","39,6352","59,1773","60,8808","2,33804","28,7425","120,874","-0,348716","6,32999999999991"
"854,09","737,762","781,419","829,715","-2002,47","3716,46","-612,164","5820,57","21,6667","68,2548","60,5413","2,33804","25,7401","120,697","-2,0453","6,33999999999991"
"855,04","736,582","781,419","827,636","-1941,03","4018,99","-1681,87","4642,06","29,7094","66,045","60,218","1,93413","24,7544","120,52","-2,45374","6,34999999999991"
"851,241","735,402","778,141","829,715","-1788,02","4392,24","-2112,38","6511,66","26,1927","69,793","59,8301","1,96977","24,6184","120,432","-1,16559","6,35999999999991"
"855,99","740,123","780,326","825,557","-1739,34","5456,33","-2674,36","2548,22","16,6102","85,8031","59,0703","2,06481","26,2499","120,432","-0,348716","6,36999999999991"
"861,689","741,303","774,862","826,596","-813,185","5709,02","-3164,02","2346,84","18,691","99,441","58,3025","2,29052","30,1587","120,343","-2,45374","6,37999999999991"
"858,84","742,484","771,584","827,636","281,055","4972,97","-3090,08","2683,22","33,4134","95,823","57,6882","2,8845","33,3424","120,343","-0,380134","6,38999999999991"
"857,89","741,303","768,306","822,439","434,063","5828,41","-2907,68","2021,89","32,8619","84,0374","57,3973","2,67067","37,693","120,255","0,468159","6,39999999999991"
"854,09","738,943","767,213","828,675","286,851","5448,21","-2795,95","3115,73","32,5498","78,318","57,2275","2,37368","41,3072","120,255","1,31645","6,40999999999991"
"854,09","740,123","766,12","829,715","-362,275","3862,51","-2869,89","3504,75","32,8827","71,1903","56,9366","2,29052","42,7347","120,255","-1,60545","6,41999999999991"
"851,241","737,762","765,027","824,517","-275,336","3304,97","-3012,84","2095,12","25,4539","81,8493","56,6779","2,243","45,2726","120,255","-1,19701","6,42999999999991"
"849,341","736,582","766,12","830,754","-977,784","2796,1","-2633,28","3678,67","40,7069","71,4395","57,0093","2,04105","45,5672","120,166","-1,16559","6,43999999999991"
"850,291","734,222","763,934","830,754","-1975,81","1851,41","-1862,62","4829,71","42,7149","54,5194","57,3811","1,76782","42,8707","120,166","1,28503","6,44999999999991"
"847,442","731,861","763,934","831,794","-2587,84","1370,37","158,49","6058,56","26,6609","56,2309","57,6397","1,6609","41,4545","120,078","0,0283032","6,45999999999991"
"851,241","725,96","765,027","824,517","-1708,04","334,097","-1202,06","5893,8","36,0873","60,2822","57,9307","2,11233","40,0949","119,901","0,468159","6,46999999999991"
"844,592","725,96","766,12","821,399","-1320,89","263,389","-237,519","8033,42","38,3139","47,7059","58,4722","1,6015","34,0561","119,724","2,57318","6,47999999999991"
"845,542","722,419","770,491","817,241","-2097,52","750,23","2606,83",10347,"28,0238","43,048","58,8036","2,00541","28,7425","119,635","-2,01388","6,48999999999991"
"841,743","717,698","768,306","824,517","-2824,31","1918,64","1676,79","8683,31","28,6481","44,4237","59,0057","1,74406","23,2702","119,37","-2,01388","6,49999999999991"
"842,693","715,337","769,398","819,32","-5442,82","2331,29","358,955","6035,68","28,7314","40,1233","59,1107","1,81534","19,5767","119,193","-1,16559","6,50999999999991"
"847,442","715,337","768,306","814,123","-3442,14","3515,93","631,725","5529,96","20,387","44,7054","58,9572","1,68466","16,1664","119,016","-2,42232","6,51999999999991"
"850,291","716,517","765,027","818,281","-2480,04","4596,25","-398,543","4532,23","16,9951","65,2542","58,6339","1,98165","16,3024","118,839","-3,67905","6,52999999999991"
"846,492","718,878","783,605","823,478","-1369,58","4626,38","-620,38","2413,2","30,625","67,8432","58,2944","1,95789","17,4467","118,839","-0,788572","6,53999999999991"
"846,492","720,058","826,224","831,794","-1732,39","4955,57","-1593,14","-168,071","30,2504","62,6003","58,0843","1,8391","18,8629","118,751","0,876597","6,54999999999991"
"844,592","722,419","837,152","841,149","-1839,03","5666,13","-2583,98","-2033,09","28,3776","59,4048","57,7691","1,51835","24,3239","118,751","-2,42232","6,55999999999991"
"848,392","725,96","793,44","841,149","-1137,74",5403,"-2633,28","-3380,94","26,3071","57,8341","57,5185","1,87474","27,5982","118,751","-0,348716","6,5699999999999"
"847,442","722,419","805,461","840,109","-41,192","4287,92","-2424,59","-3438,15","19,2425","67,8323","57,0255","2,23112","32,9345","118,839","0,0283032","6,5799999999999"
"848,392","729,5","809,832","840,109","522,158","3920,47","-2866,61","-2975,9","22,5095","80,5711","56,6133","1,85098","40,2422","118,927","0,0283032","6,5899999999999"
"849,341","733,041","790,162","852,583","541,864","3718,78","-2840,31","-2243,62","28,6273","82,9759","56,2092","2,25488","45,1366","119,016","0,468159","6,5999999999999"
"845,542","734,222","814,203","853,622","774,852","3526,37","-2204,4","97,3714","29,8967","82,4668","56,0394","2,58751","49,0567","119,193","0,0597215","6,6099999999999"
"844,592","736,582","836,059","851,544","-6,41112",3094,"-1149,48","3099,7","32,1752","81,4594","55,7081","2,18361","54,3704","119,281","1,72489","6,6199999999999"
"841,743","738,943","833,874","847,386","-1140,06","3183,26","354,032","6241,63","35,3694","72,9668","55,506","2,23112","55,5827","119,37","2,13333","6,6299999999999"
"840,793","737,762","815,296","846,346","-1790,34","3148,48","-253,95","7461,33","34,7659","63,6186","55,2474","2,05293","55,1635","119,458","-0,757154","6,6399999999999"
"836,994","735,402","792,347","841,149","-2284,14","2625,71","133,842","10250,8","32,7995","54,9419","55,2393","1,94601","52,467","119,547","0,0283032","6,6499999999999"
"836,994","733,041","790,162","844,267","-2952,97","2366,07","1400,73","11138,7","29,7926","48,5292","55,1423","2,11233","47,5612","119,547","1,72489","6,6599999999999"
"843,643","733,041","795,626","842,188","-4301,07","2207,27","2207,53",11958,"28,0343","43,7197","55,0776","2,00541","42,3722","119,547","-2,01388","6,6699999999999"
"840,793","727,14","798,904","836,991","-3088,59","2138,88","1949,56","10822,9","26,1615","38,8668","55,1181","1,94601","37,1945","119,458","-0,380134","6,6799999999999"
"839,843","725,96","798,904","835,952","-2860,24","1703,04","1188,77","9932,76","23,1442","35,8771","55,0696","1,93413","31,5069","119,37","-0,348716","6,6899999999999"
"838,893","725,96","797,811","834,912","-2767,51","1661,31","1091,82","9280,58","22,4367","33,039","55,0049","1,81534","27,0203","119,281","-1,19701","6,6999999999999"
"838,893","722,419","797,811","834,912","-2828,94","1849,09",1662,"7205,03","21,4586","30,3959","54,6089","1,82722","22,3525","119,193","0,0597215","6,7099999999999"
"839,843","718,878","812,018","833,873","-3109,46","1976,59","1510,83","5932,7","17,4217","29,2369","54,423","1,7203","18,5683","119,104","-1,60545","6,7199999999999"
"842,693","720,058","817,482","835,952","-2957,61","1756,36","345,816","4875,48","13,2495","31,1217","53,833","1,64902","16,6536","119,016","0,0283032","6,7299999999999"
"852,191","721,238","820,76","839,07","-2533,36","1709,99","-1128,12","3083,69","11,8345","36,9061","52,8631","1,69654","15,8039","118,927","-4,08749","6,7399999999999"
"855,04","722,419","822,946","840,109","-896,64","2577,03","-1791,96","1307,92","15,757","40,7408","52,2165","1,64902","16,3704","119,016","-1,16559","6,7499999999999"
"851,241","723,599","830,595","846,346","-1152,82","1781,86","-2017,08","214,082","14,7686","43,1455","51,2547","1,51835","17,7979","119,104","0,468159","6,7599999999999"
"855,04","727,14","839,337","857,78","-1502,88","2619,92","-2344,07","-1033,08","13,4888","46,5577","50,2121","1,44707","20,2225","119,193","-2,01388","6,7699999999999"
"855,99","728,32","837,152","868,175","-925,617","2550,36","-2633,28","-2007,93","12,7501","50,6956","49,2826","1,57774","24,4032","119,281","0,468159","6,7799999999999"
"857,89","728,32","838,245","874,412","-139,713","2111,06","-2799,23","-2055,98","13,1975","56,2418","48,1672","1,74406","28,1646","119,37","-0,348716","6,7899999999999"
"854,09","731,861","839,337","881,688","-429,508","1823,6","-2736,8","-1982,75","17,7338","55,7652","47,2135","1,62526","31,8695","119,547","2,13333","6,7999999999999"
"856,94","736,582","851,358","884,806","-1032,26","1867,64","-2487,03","-1410,66","17,6298","53,6095","45,9931","1,51835","35,427","119,635","-0,757154","6,8099999999999"
"858,84","737,762","856,822","877,53","-1094,86","1758,68","-2179,76","-582,268","16,0691","54,6603","45,0798","1,51835","38,7467","119,812","0,468159","6,8199999999999"
"855,04","738,943","860,101","873,372","-1100,65","1408,62","-1994,08","479,536","19,9084","51,5297","44,3201","1,50647","41,1712","119,989","1,28503","6,8299999999999"
"855,04","742,484","851,358","871,293","-1524,9","1340,23","-1734,45","1882,3","19,4922","48,8433","43,4795","1,39955","42,5988","120,166","1,28503","6,8399999999999"
"854,09","746,024","837,152","869,214","-1804,25","1738,98","-888,211","3413,22","18,9408","47,6518","42,9137","1,45895","42,9387","120,255","-1,63687","6,8499999999999"
"855,04","743,664","832,781","867,135","-2000,15","1967,32","-173,43","5076,85","19,9292","46,7744","42,0247","1,57774","42,7347","120,343","-1,60545","6,8599999999999"
"854,09","744,844","817,482","867,135","-2190,25","1985,87","312,953","6619,22","20,5951","44,1529","41,564","1,6609","41,5224","120,432","-1,63687","6,8699999999999"
"855,04","746,024","813,11","862,978","-2390,79","2248,99","991,585","7177,57","18,5558","43,1672","40,7881","1,82722","39,0412","120,432","-1,19701","6,8799999999999"
"860,739","744,844","814,203","853,622","-2512,5","2631,51","1190,41","7532,27","18,1812","44,2829","40,0041","1,94601","36,7753","120,52","-1,60545","6,8899999999999"
"858,84","746,024","816,389","853,622","-2495,11","3014,02","960,368","7557,44","19,1697","44,4887","39,4222","2,02917","34,0561","120,609","-1,19701","6,8999999999999"
"856,94","746,024","815,296","855,701","-2493,95","3295,69","388,534","6811,43","18,9304","44,1529","38,719","2,00541","31,439","120,697","-2,45374","6,9099999999999"
"857,89","747,205","821,853","855,701","-2566,98","3827,74","183,137","6067,72","17,6714","47,6734","37,9673","1,93413","29,1503","120,786","-3,30203","6,9199999999999"
"857,89","746,024","830,595","857,78","-2638,84","4125,64","-89,6247","4836,57","19,8668","52,093","37,3207","1,91037","27,8927","120,786","-3,27062","6,9299999999999"
"858,84","747,205","838,245","865,057","-2620,3","4151,14","-245,734","3912,08","22,0309","53,2737","36,6338","1,91037","27,2469","120,786","-2,45374","6,9399999999999"
"857,89","749,565","843,709","866,096","-2550,75","4294,87","-561,222","3111,14","22,0309","55,3535","36,1165","1,8391","27,4622","120,786","-2,0453","6,9499999999999"
"863,589","749,565","842,616","870,254","-2404,7","4028,27","-681,176","2365,14","24,2678","55,6677","35,7447","1,81534","28,4479","120,786","-0,380134","6,9599999999999"
"864,538","750,746","841,523","877,53","-2198,37","3754,71","-544,79","1317,07","26,6505","52,4071","35,3972","1,7797","29,7961","120,963","-1,19701","6,9699999999999"
"863,589","753,106","836,059","882,727","-1993,2","3475,36","-311,461","548,187","26,151","50,6631","35,1062","1,79158","31,0764","121,051","-2,45374","6,9799999999999"
"864,538","755,467","840,43","881,688","-1925,97","3104,44","31,9669","184,331","26,151","50,7065","35,1224","1,79158","32,5606","121,228","-2,45374","6,9899999999999"
"864,538","753,106","842,616","883,767","-1992,04","2837,84","150,274","255,275","27,0354","53,0787","34,985","1,79158","33,9202","121,317","-1,19701","6,9999999999999"
"867,388","755,467","850,265","884,806","-2026,82","2679,03","342,523","806,773","27,9822","55,8085","35,1385","1,79158","34,9172","121,405","-1,22843","7,0099999999999"
"865,488","757,827","852,451","879,609","-2032,61","2608,33","40,1827","806,773","29,1059","58,2349","35,1789","1,76782","35,8349","121,582","-2,0453","7,0199999999999"
"870,237","759,008","852,451","878,57","-2120,7","2709,18","-32,1136","1740,42","29,7614","59,654","34,9203","1,70842","36,1861","121,671","-0,348716","7,02999999999989"
"871,187","757,827","852,451","877,53","-2214,6","2697,58","378,68","2635,18","30,3336","58,2458","35,1547","1,76782","35,9029","121,848","-2,45374","7,03999999999989"
"868,338","760,188","851,358","880,648","-2294,58","2768,28","452,623","3161,5","28,8666","56,4584","34,9769","1,79158","35,9029","121,936","-2,45374","7,04999999999989"
"869,288","762,548","853,544","878,57","-2418,61","3067,35","592,292","3946,41","27,6909","56,3826","34,6374","1,81534","35,0645","122,025","-0,81999","7,05999999999989"
"868,338","760,188","850,265","879,609","-2484,68","3190,21","1086,89","4802,26","27,9614","53,967","34,2333","1,88661","33,9881","122,113","-0,788572","7,06999999999989"
"870,237","762,548","848,08","881,688","-2540,32","3148,48","924,212","5095,16","25,7141","51,4756","33,9747","1,91037","32,9345","122,113","-2,0453","7,07999999999989"
"868,338","764,909","844,801","873,372","-2643,48","3592,43","930,79","5378,92","23,1754","52,353","33,4978","1,91037","31,371","122,113","-2,48516","7,08999999999989"
"871,187","762,548","850,265","875,451","-2713,03","3608,66","845,338","5749,63","24,6424","50,2407","32,9482","1,92225","30,1587","122,202","0,0283032","7,09999999999989"
"874,986","762,548","844,801","880,648","-2697,96","3194,85","922,574","6159,25","23,654","46,1353","32,4875","1,94601","28,3799","122,29","-1,63687","7,10999999999989"
"873,087","764,909","851,358","879,609",-2589,"3142,69","689,236","5456,72","20,4494","43,9363","31,7197","1,95789","27,0883","122,379","-2,0453","7,11999999999989"
"874,037","766,089","852,451","879,609","-2470,77","3089,37","628,441","5376,63","20,2933","41,8782","31,1054","1,8391","25,7401","122,467","-2,07672","7,12999999999989"
"874,986","762,548","852,451","886,885","-2408,17","2952,59","927,505","4948,71","19,9396","37,9785","30,3942","1,85098","24,4032","122,556","0,0283032","7,13999999999989"
"878,786","763,729","856,822","883,767","-2333,99","2493,57","470,693","4095,15","17,7234","36,1154","29,982","1,80346","23,1909","122,556","-2,0453","7,14999999999989"
"876,886","767,27","857,915","884,806","-2286,46","2247,84","206,147","3873,18","17,172","37,7619","29,4405","1,68466","22,4884","122,644","-4,11891","7,15999999999989"
"880,685","764,909","859,008","891,043","-2277,19","1966,17","76,3309","3275,91","19,2945","37,1553","28,9394","1,63714","21,6387","122,733","-2,8936","7,16999999999989"
"887,334","766,089","859,008","892,083","-2183,3","1720,43","64,8304","2589,41","18,2541","37,6861","28,4544","1,56586","21,4121","122,91","-2,8936","7,17999999999989"
"885,434","769,63","865,565","893,122","-1971,17","1621,91","-55,123","2220,98","19,2945","41,5857","28,0988","1,56586","21,6387","122,998","-2,48516","7,18999999999989"
"888,284","770,81","868,843","897,28","-1733,55","1603,36","-110,988","2056,22","21,5835","42,2031","27,8806","1,51835","21,7067","123,175","-3,30203","7,19999999999989"
"887,334","768,45","875,4","904,556","-1286,12","1555,83","-255,589","1758,72","20,7615","44,7054","27,436","1,50647","22,0692","123,352","-2,8936","7,20999999999989"
"891,133","771,991","875,4","902,477","-1116,88","1473,53","-510,281","1401,75","21,7083","51,0423","27,0804","1,50647","23,0549","123,529","-4,15033","7,21999999999989"
"891,133","776,712","876,493","903,517","-1206,13","1789,98","-694,323","1609,98","25,0586","53,3171","26,5955","1,47083","23,8367","123,706","-2,0453","7,22999999999989"
"894,933","775,532","880,864","907,675","-1274,52",1863,"-531,643","2188,93","25,4435","53,1004","26,3611","1,49459","24,6184","123,883","-2,07672","7,23999999999989"
"898,732","779,072","888,513","909,753","-1257,13","1445,71","-613,802","2161,48","25,4331","53,5554","26,1105","1,47083","25,6948","124,06","-2,07672","7,24999999999989"
"895,882","782,613","899,441","908,714","-1453,03","1720,43","-970,369","2525,33","26,6088","52,5371","25,7873","1,37579","26,2612","124,237","-1,66828","7,25999999999989"
"897,782","782,613","896,163","912,872","-1706,89","1735,49","-779,766","2948,68","27,2539","49,4066","25,569","1,29263","26,6125","124,414","-1,22843","7,26999999999989"
"894,933","782,613","890,699","912,872","-1779,91","1806,2","-579,3","3374,32","25,4227","49,6341","25,4155","1,34015","26,8164","124,591","-2,0453","7,27999999999989"
"897,782","784,974","886,328","915,99","-1855,26","1889,66","-429,768","3790,79","26,6609","51,7355","25,2538","1,36391","26,6125","124,68","-2,48516","7,28999999999989"
"896,832","787,334","878,678","919,109","-1951,47","2026,44","-48,5536","3960,13","28,0759","51,9197","25,4074","1,36391","26,6125","124,857","-3,33345","7,29999999999989"
"900,631","788,515","873,214","921,188","-2010,59","2151,63","713,884","4067,69","27,8886","52,8946","25,3912","1,49459","26,1026","124,945","-1,63687","7,30999999999989"
"904,431","790,875","878,678","917,03","-1941,03","2333,61","1159,19","4248,47","28,0967","55,3752","25,3993","1,61338","25,6948","125,122","-3,33345","7,31999999999989"
"902,531","794,416","877,585","913,911","-1738,19","2732,36","1280,79","4594,01","28,5961","57,8666","25,5852","1,68466","25,6948","125,299","-3,74189","7,32999999999989"
"904,431","794,416","880,864","914,951","-1435,64","3106,76","1119,75","3957,85","29,0019","60,3905","25,3831","1,75594","25,1169","125,565","-2,8936","7,33999999999989"
"904,431","795,596","883,049","911,832","-1697,61","3366,4","786,189","4015,06","28,6793","63,8244","25,4235","1,76782","24,6184","125,653","-2,48516","7,34999999999989"
"907,28","797,957","888,513","915,99","-1784,55","3534,47","457,554","4218,71","29,855","64,9184","25,2538","1,75594","24,913","125,83","-0,81999","7,35999999999989"
"906,33","801,498","893,977","919,109","-1757,89","3981,9","271,874","4008,19","29,6469","64,6693","25,0598","1,73218","24,6864","126,007","-0,00311505","7,36999999999989"
"911,079","801,498","902,72","922,227","-1798,46","3595,91","309,66","3891,49","29,5013","64,0952","24,777","1,68466","25,1849","126,184","-3,33345","7,37999999999989"
"912,979","805,039","903,813","927,424","-1825,12","3467,25","335,954","4012,76","30,3024","61,6254","24,8578","1,67278","25,6154","126,361","-4,99862","7,38999999999989"
"910,13","807,399","903,813","933,661","-1912,06","3518,25","635,01","4056,25","30,3544","58,5057","24,5911","1,62526","25,6154","126,538","0,81376","7,39999999999989"
"912,029","805,039","902,72","936,78","-2062,74","2910,86","589,008","3195,82","29,5741","55,6677","24,3728","1,57774","26,3292","126,715","-0,00311505","7,40999999999989"
"912,029","806,219","901,627","936,78","-2154,32","2325,49","761,541","3321,68","29,1787","53,5879","24,5345","1,58962","26,2612","126,803","-0,81999","7,41999999999989"
