nwl1,nwl2,nwl3,nwl4,fprd1,fprd2,fprd3,fprd4,pstr1,pstr3,astrw,g2,ny,vcrf,v2
1958.27,2105.4,2071.39,2038.82,4324.85,3199.97,10569.4,11910.2,3.00078,1.52947,-0.84921,0.0148258,-0.0822219,253.63,-1.00539
1957.32,2113.66,2077.95,2048.17,3746.43,2654.02,10295,11731.7,3.70829,0.987853,-0.485504,0.0385851,-0.365466,253.719,1.53949
1964.92,2111.3,2077.95,2046.09,2728.7,2397.84,8556.54,10020,3.08402,1.36698,-0.550163,-0.0920909,-0.0822219,253.719,1.53949
1959.22,2106.58,2073.58,2040.9,3824.09,3755.19,8234.48,9729.34,3.14645,1.39948,-0.647151,-0.163369,-0.150201,253.719,-3.01616
1959.22,2110.12,2080.14,2052.33,2935.02,3167.51,7882.84,7960.44,3.81233,1.42114,-0.533998,-0.139609,-0.150201,253.807,2.38779
1968.72,2114.84,2082.32,2051.29,2671.9,3165.18,6772.05,6964.99,3.80193,1.81111,-0.719892,-0.12773,-0.229509,253.896,2.35637
1959.22,2110.12,2082.32,2046.09,4299.34,4869.12,6104.92,6498.17,3.92678,1.71362,-0.687563,-0.151489,-0.0822219,253.984,-0.973971
1963.02,2116.02,2086.69,2055.45,3119.33,3769.1,5828.86,5994.72,5.97646,2.43938,-0.719892,-0.0683317,-0.433445,254.073,-0.125677
1969.67,2116.02,2085.6,2057.53,3302.48,3785.33,5469.01,5800.22,7.01691,4.22671,-0.663316,-0.0920909,-0.569402,254.161,1.09964
1963.02,2113.66,2081.23,2049.21,4558.99,4623.39,5911.02,5871.15,5.53947,3.06765,-0.695645,-0.11585,-0.637381,254.25,2.38779
1963.97,2119.56,2086.69,2057.53,4152.13,4317.37,6326.75,5756.74,6.19495,2.67769,-0.647151,-0.0445724,-0.795997,254.427,2.35637
1973.47,2119.56,2088.88,2057.53,3715.13,3876.9,6405.62,6349.43,6.24698,3.83675,-0.84921,-0.0208131,-0.931955,254.515,0.28276
1968.72,2118.38,2082.32,2049.21,5108.43,4800.73,7452.33,7363.17,4.37417,2.51521,-0.776469,-0.0445724,-0.569402,254.604,1.06822
1966.82,2123.1,2088.88,2056.49,3803.22,3587.11,8531.89,8450.14,4.46781,1.65946,-0.477422,0.0267055,-0.569402,254.692,1.50807
1978.22,2124.28,2086.69,2057.53,3543.58,3335.59,8822.74,9560,3.39615,1.88693,-0.307693,0.0267055,-0.569402,254.869,-1.85368
1970.62,2119.56,2082.32,2049.21,5487.47,4588.62,9711.7,10800.3,3.19847,1.48614,-0.485504,-0.0802113,-0.433445,254.869,0.251342
1968.72,2125.46,2089.97,2054.41,3736,3301.97,10114.3,11580.6,3.87476,1.172,-0.396599,-0.0802113,-0.637381,254.958,2.7648
1975.37,2125.46,2086.69,2056.49,3015.01,2924.09,9968.04,11923.9,3.33373,1.55113,-0.606739,-0.0802113,-0.569402,255.046,-2.2307
1969.67,2120.74,2085.6,2050.25,4405.99,3667.1,10651.6,12411.3,2.94876,1.52947,-0.792633,-0.0920909,-0.501423,255.135,-0.534115
1968.72,2124.28,2091.07,2057.53,3514.6,3041.16,10321.3,12100.1,3.45858,1.16117,-0.792633,-0.0802113,-0.795997,255.223,-1.82226
1977.27,2127.82,2089.97,2057.53,2794.77,2840.63,9519.45,11621.8,3.29211,1.76778,-0.71181,-0.151489,-0.433445,255.312,-1.03681
1970.62,2121.92,2086.69,2052.33,4294.71,3794.61,9302.55,11081.8,3.37535,1.58363,-1.11593,-0.175248,-0.297488,255.312,-0.157095
1971.57,2127.82,2094.34,2059.61,3301.32,2855.7,8030.73,8866.62,5.373,2.17941,-1.12401,-0.139609,-1.06791,255.4,-1.38241
1977.27,2127.82,2093.25,2063.76,2996.46,2844.11,7480.26,8759.07,7.41228,4.95247,-1.22908,-0.139609,-0.569402,255.489,-0.534115
1972.52,2124.28,2092.16,2060.65,4628.55,4177.12,7467.12,8255.63,6.56951,3.90174,-1.31799,-0.210887,-0.863976,255.489,-2.2307
1974.42,2130.18,2099.81,2064.8,3158.74,3194.17,6717.82,7127.47,9.3267,4.03173,-1.31799,-0.151489,-1.35116,255.577,-0.157095
1982.01,2131.36,2097.62,2066.88,3390.57,3621.89,6024.41,6143.46,11.4596,7.05394,-1.43114,-0.163369,-1.35116,255.666,0.65978
1976.32,2129,2093.25,2061.69,4587.97,4406.62,6474.63,6093.12,9.16022,5.93821,-1.42306,-0.175248,-1.44179,255.754,1.91651
1976.32,2132.54,2104.18,2063.76,4270.36,4203.78,6032.62,5878.02,9.35791,4.37836,-1.45538,-0.187128,-1.84967,255.843,0.251342
1984.86,2134.9,2099.81,2067.92,4084.9,3857.2,5851.87,6285.35,8.48393,5.63491,-1.28566,-0.199008,-1.78169,255.931,1.50807
1978.22,2130.18,2098.71,2064.8,5291.57,4779.87,6913.37,7386.05,5.1337,3.08932,-1.33415,-0.222767,-2.14424,256.02,-1.41383
1980.12,2134.9,2104.18,2061.69,4087.22,3678.69,7649.51,8601.18,5.89322,2.41772,-1.22908,-0.175248,-2.49546,256.108,-0.565533
1984.86,2138.44,2100.9,2065.84,4055.92,3794.61,7902.56,9054.27,6.14293,3.45762,-1.3099,-0.222767,-2.2802,256.285,1.13105
1981.06,2134.9,2100.9,2062.72,5611.5,4884.19,8970.63,9788.84,4.87359,2.49354,-1.54429,-0.258406,-2.6994,256.285,2.35637
1982.01,2138.44,2106.36,2064.8,3982.9,3763.3,9108.65,9974.19,7.08974,2.5477,-1.25333,-0.210887,-2.6994,256.374,-0.565533
1985.81,2141.99,2101.99,2065.84,4104.61,3837.49,9374.85,10399.8,8.77526,5.06079,-1.40689,-0.258406,-2.33685,256.462,3.6131
1982.01,2138.44,2100.9,2065.84,5478.2,4688.3,10127.4,11322,7.67239,4.55168,-1.27757,-0.270286,-2.26887,256.551,-0.157095
1982.01,2137.26,2109.64,2066.88,3662.97,3271.83,9335.41,10500.5,7.84926,3.66343,-1.14017,-0.270286,-2.40482,256.551,-1.85368
1985.81,2141.99,2105.27,2065.84,3418.39,3102.6,9473.44,10859.8,7.82845,4.56251,-1.16442,-0.282165,-2.20089,256.728,-0.973971
1983.91,2137.26,2104.18,2070,5118.86,4089.02,10216.2,11562.3,6.0701,3.37096,-1.19675,-0.246526,-2.20089,256.728,0.188506
1986.76,2140.81,2114.01,2065.84,3971.31,2781.51,8725.79,9786.55,6.03889,2.65603,-1.07552,-0.246526,-1.98562,256.816,0.251342
1987.71,2146.71,2106.36,2071.04,4002.6,3048.11,7999.51,8990.2,5.53947,3.33846,-1.09976,-0.258406,-1.78169,256.905,1.50807
1986.76,2141.99,2108.55,2075.2,5102.64,4128.43,8193.4,8644.65,4.12447,1.82194,-1.19675,-0.258406,-1.78169,256.905,-1.38241
1988.66,2140.81,2116.2,2072.08,4118.51,4084.39,7437.54,7713.29,7.30823,2.87267,-1.15634,-0.305924,-1.62307,256.993,1.50807
1989.61,2146.71,2108.55,2073.12,3911.02,3771.42,7284.73,7463.85,8.31746,4.77915,-1.0836,-0.282165,-0.988604,257.082,1.50807
1987.71,2143.17,2110.74,2078.32,4990.2,4406.62,7841.76,7379.19,6.57992,3.9234,-1.05127,-0.210887,-1.41913,257.082,1.50807
1991.51,2144.35,2116.2,2074.16,3303.63,3319.36,7922.28,8694.99,6.86084,3.04599,-0.994692,-0.282165,-1.41913,257.17,-0.157095
1989.61,2151.43,2111.83,2073.12,3499.53,4184.07,7766.18,9402.1,8.07816,4.27004,-1.0351,-0.377202,-1.2152,257.347,0.628362
1986.76,2145.53,2114.01,2079.36,4116.2,4294.19,8152.33,8699.57,8.69202,4.94164,-1.19675,-0.294045,-1.62307,257.347,1.09964
1990.56,2145.53,2114.01,2077.28,2602.35,2252.95,7664.3,7541.67,9.17063,5.15828,-1.00277,-0.175248,-1.78169,257.347,1.53949
1991.51,2152.61,2110.74,2076.24,2572.21,2315.54,7679.09,7681.25,6.85043,4.24837,-0.946198,-0.175248,-0.773338,257.436,1.47666
1990.56,2147.89,2116.2,2081.43,4065.2,3444.54,8198.33,8495.91,4.68631,2.46104,-1.10784,-0.163369,-1.48711,257.436,1.09964
1995.31,2144.35,2117.29,2084.55,2776.23,2616.92,7261.72,8262.5,5.73716,2.50437,-0.833045,-0.151489,-1.48711,257.524,-1.00539
1993.41,2153.79,2112.92,2079.36,3569.08,3186.05,6814.78,6546.22,5.10249,2.81851,-0.978527,-0.163369,-0.988604,257.613,0.65978
1995.31,2149.07,2120.57,2085.59,4332.96,3827.06,6878.86,5630.88,4.08285,1.86527,-0.986609,-0.139609,-1.14722,257.613,-1.44524
2000.06,2147.89,2121.66,2086.63,3761.5,3567.41,6614.3,6466.13,4.46781,1.91943,-0.897704,-0.139609,-1.14722,257.79,2.7648
1996.26,2154.97,2115.11,2081.43,4222.84,3580.16,7271.58,7992.47,3.33373,1.9086,-0.889621,-0.210887,-0.988604,257.878,0.628362
1998.16,2154.97,2120.57,2084.55,4750.25,4056.57,7856.55,8765.94,3.37535,1.33449,-0.978527,-0.151489,-0.920625,257.967,-1.41383
2005.76,2150.25,2118.39,2084.55,3556.33,3194.17,7923.92,9459.31,4.6759,1.95193,-0.921951,-0.234647,-1.62307,258.055,-0.565533
1998.16,2156.15,2114.01,2077.28,4914.85,4137.7,9121.8,10598.9,3.76031,2.03859,-0.978527,-0.282165,-1.2152,258.144,-1.00539
2001.01,2157.33,2122.76,2088.71,5332.14,4251.31,9245.04,10164.1,3.63546,1.35615,-1.00277,-0.175248,-1.41913,258.144,1.88509
2007.66,2152.61,2118.39,2086.63,3493.73,3366.88,8485.89,9910.11,6.5383,3.20847,-0.873457,-0.12773,-1.41913,258.232,1.47666
2001.01,2162.05,2117.29,2080.4,4804.74,4264.05,9440.58,10695,5.69554,3.40345,-0.913868,-0.222767,-1.35116,258.321,0.219924
2002.91,2159.69,2121.66,2087.67,4972.8,4253.62,9738,10614.9,4.6759,1.93026,-1.04319,-0.163369,-1.14722,258.409,3.17324
2010.51,2154.97,2121.66,2090.79,3506.49,3365.73,8868.75,10109.2,7.19378,3.47928,-1.05127,-0.222767,-1.78169,258.409,1.47666
2002.91,2159.69,2118.39,2081.43,4757.21,4408.94,9029.78,10100,6.65275,3.97757,-1.04319,-0.317804,-1.35116,258.498,0.219924
2005.76,2163.23,2128.22,2086.63,4708.53,4079.75,8757.01,9589.74,5.87242,2.8835,-1.05127,-0.210887,-1.41913,258.586,1.50807
2012.41,2158.51,2121.66,2093.91,3434.61,3292.7,8020.87,9745.35,6.57992,3.33846,-1.14017,-0.210887,-1.69105,258.586,3.58168
2004.81,2160.87,2122.76,2086.63,5019.17,4725.39,8536.82,9276.24,6.50709,3.77175,-1.10784,-0.246526,-1.55509,258.675,-0.157095
2004.81,2165.59,2133.68,2088.71,4610,4323.17,8163.83,8624.06,6.12212,2.916,-1.09168,-0.175248,-1.41913,258.763,-0.596951
2016.21,2162.05,2128.22,2094.95,3424.19,3444.54,7611.72,8493.63,7.714,3.77175,-0.946198,-0.210887,-1.2152,258.852,-1.44524
2005.76,2164.41,2126.03,2090.79,4776.92,4891.14,8017.59,8244.19,7.74522,4.47585,-1.00277,-0.210887,-1.28318,258.94,0.188506
2008.61,2166.77,2133.68,2088.71,4140.54,4444.88,8206.55,8301.4,8.35908,4.07506,-1.0836,-0.199008,-1.41913,259.029,-0.596951
2019.06,2163.23,2127.13,2093.91,3509.96,4144.66,7907.49,8660.68,10.2423,5.60241,-0.913868,-0.210887,-1.2152,259.117,4.02154
2007.66,2164.41,2130.41,2093.91,4977.44,5129.93,8204.91,8223.6,9.94056,5.88405,-1.00277,-0.258406,-1.48711,259.206,1.88509
2009.56,2167.95,2138.06,2091.83,4174.15,3897.77,8326.5,8598.88,8.70243,4.93081,-0.913868,-0.139609,-1.28318,259.294,0.219924
2019.06,2165.59,2132.59,2094.95,3512.28,3392.38,8456.31,9743.07,7.80765,4.54084,-0.986609,-0.163369,-1.41913,259.383,-2.67056
2009.56,2167.95,2133.68,2095.99,5251.01,4577.02,9364.99,10548.6,5.76837,3.33846,-1.14017,-0.139609,-1.48711,259.471,1.44524
2007.66,2170.31,2140.24,2090.79,4239.07,3675.22,9080.72,10125.2,4.33256,1.88693,-0.930033,-0.12773,-1.35116,259.56,1.06822
2020.01,2170.31,2129.31,2092.87,3586.47,3377.31,8973.91,9914.69,4.12447,1.93026,-0.921951,-0.175248,-0.852646,259.737,0.251342
2009.56,2166.77,2135.87,2100.15,5075.97,4677.86,9866.16,10601.2,3.53141,1.59446,-0.938115,-0.12773,-0.920625,259.825,-0.596951
2008.61,2173.85,2139.15,2095.99,4128.95,3662.46,9167.81,10111.5,3.9788,1.48614,-0.792633,-0.12773,-0.988604,259.825,1.44524
2020.01,2172.67,2130.41,2093.91,3368.54,3373.83,9059.36,10594.3,4.6759,2.28773,-0.776469,-0.246526,-0.852646,259.914,-2.26212
2010.51,2171.49,2139.15,2102.22,5274.19,5066.18,9696.91,10830,3.94759,1.91943,-0.857292,-0.187128,-0.852646,260.002,-1.8851
2009.56,2176.21,2141.33,2103.26,3965.51,3788.81,9141.52,10193.9,5.09208,2.10358,-0.938115,-0.175248,-1.2152,260.179,2.32495
2020.01,2176.21,2131.5,2095.99,3445.05,3378.47,8903.25,10562.3,6.40304,3.75009,-0.881539,-0.258406,-0.637381,260.268,-1.38241
2011.46,2172.67,2140.24,2105.34,5276.51,4872.59,8947.63,9839.18,6.33021,3.56594,-1.05935,-0.163369,-0.773338,260.268,2.73339
2011.46,2173.85,2138.06,2105.34,3563.28,3627.69,8347.86,9882.65,8.01573,3.83675,-1.14017,-0.12773,-1.06791,260.356,0.628362
2020.01,2179.75,2133.68,2101.18,3373.18,3188.37,8513.82,10251.1,8.65041,5.58074,-1.14826,-0.222767,-0.705359,260.444,-0.596951
2012.41,2175.03,2140.24,2106.38,5168.71,4393.88,8403.73,8907.81,6.28859,3.82591,-1.12401,-0.139609,-0.920625,260.533,4.83841
2015.26,2176.21,2140.24,2110.54,3906.39,3220.83,7984.72,9061.13,6.27819,2.93767,-1.0836,-0.12773,-1.2152,260.533,1.88509
2019.06,2184.48,2135.87,2103.26,3681.52,3349.5,7905.85,8795.69,6.48628,3.84758,-1.05127,-0.210887,-0.569402,260.621,1.0368
2012.41,2178.57,2141.33,2107.42,5368.08,4490.09,7815.47,8189.27,5.04006,2.85101,-1.15634,-0.11585,-0.637381,260.621,-0.188514
2018.11,2179.75,2140.24,2112.62,3761.5,3400.5,7414.54,7978.73,4.62388,2.12524,-1.18867,-0.11585,-0.773338,260.71,3.17324
2019.06,2189.2,2139.15,2104.3,3742.95,3849.08,7381.67,8047.38,4.45741,2.35272,-1.14017,-0.222767,-0.988604,260.798,0.219924
2019.06,2182.12,2146.8,2108.46,4746.77,4501.68,7882.84,7997.04,4.11406,1.98442,-1.06743,-0.151489,-1.06791,260.887,1.0368
2022.86,2175.03,2144.61,2111.58,3986.37,3828.21,7651.15,8795.69,4.9048,2.28773,-0.889621,-0.199008,-1.14722,260.887,0.188506
2020.96,2186.84,2143.52,2108.46,4096.49,3738.96,7974.86,8910.1,4.57186,2.5477,-1.27757,-0.199008,-1.35116,260.975,-2.29354
2021.91,2183.3,2151.17,2105.34,4383.96,4000.93,7914.06,8489.04,4.22851,2.02775,-1.15634,-0.163369,-1.28318,261.064,2.70197
2024.76,2178.57,2145.7,2110.54,3384.77,3103.76,8017.59,9804.86,5.20653,2.49354,-1.34223,-0.187128,-1.48711,261.152,-1.00539
2020.01,2186.84,2142.43,2108.46,3603.85,3524.52,8906.54,10026.8,6.19495,3.46845,-1.25333,-0.210887,-1.41913,261.152,-1.8851
2023.81,2184.48,2155.54,2109.5,4600.73,4049.62,8913.12,9374.64,6.45507,3.2518,-1.3099,-0.139609,-1.55509,261.241,2.73339
2029.51,2180.94,2150.08,2110.54,2947.78,2466.23,8245.98,8978.75,7.02731,3.86924,-1.18867,-0.163369,-1.28318,261.241,3.6131
2023.81,2186.84,2150.08,2110.54,3782.36,3117.67,8780.02,9271.67,6.13253,3.72842,-1.34223,-0.175248,-1.28318,261.241,-0.157095
2026.66,2189.2,2155.54,2108.46,4549.72,4033.39,8622.28,9617.2,5.1337,2.5477,-1.26949,-0.139609,-1.78169,261.241,0.628362
2034.25,2184.48,2150.08,2110.54,3126.29,3030.73,8117.82,9557.71,7.9429,3.90174,-1.27757,-0.222767,-1.35116,261.329,0.219924
2024.76,2188.02,2152.26,2115.74,4541.61,4170.16,8331.43,8239.61,7.82845,4.95247,-1.39881,-0.187128,-1.69105,261.329,-0.188514
2027.61,2191.56,2155.54,2114.7,4655.2,4405.47,7845.05,8411.24,7.40187,3.71759,-1.54429,-0.187128,-1.62307,261.418,0.628362
2038.05,2186.84,2148.98,2110.54,3485.62,3515.25,8052.09,9587.46,10.2631,5.19078,-1.34223,-0.258406,-1.28318,261.418,1.88509
2027.61,2189.2,2154.45,2118.86,5414.44,4961.85,8724.15,9418.12,11.4492,6.94561,-1.4473,-0.210887,-1.84967,261.506,1.85367
2029.51,2192.74,2153.35,2118.86,4647.09,4164.37,8403.73,9141.23,11.9486,6.89145,-1.6332,-0.163369,-1.98562,261.595,2.32495
2039,2191.56,2147.89,2110.54,3999.13,3720.41,9125.09,10374.7,13.1972,7.50889,-1.33415,-0.270286,-1.41913,261.683,-2.29354
2028.56,2190.38,2153.35,2117.82,5014.54,4603.68,9792.21,10688.2,11.8342,7.55222,-1.60895,-0.210887,-1.91764,261.772,-0.62837
2029.51,2193.92,2154.45,2120.93,4337.6,3962.68,9549.02,10395.3,11.3244,5.93821,-1.25333,-0.210887,-1.98562,261.86,-0.188514
2039,2193.92,2148.98,2112.62,3793.95,3502.5,9834.94,11177.9,12.3648,6.91312,-1.1725,-0.282165,-1.84967,261.949,0.628362
2028.56,2191.56,2153.35,2118.86,5390.1,4528.33,9991.04,10251.1,11.6989,7.1081,-1.36648,-0.163369,-2.06493,262.037,3.14182
2028.56,2195.1,2150.08,2119.89,4146.34,3337.91,9343.63,10479.9,11.7821,6.60981,-1.4473,-0.163369,-1.69105,262.126,-1.47666
2039.95,2197.46,2128.22,2088.71,3841.48,2979.73,9309.12,10786.6,12.5209,7.55222,-1.31799,-0.258406,-1.55509,262.214,-1.85368
2026.66,2191.56,2144.61,2097.03,5488.63,4759.01,8747.15,9136.65,11.9174,7.20559,-1.52004,-0.210887,-1.48711,262.303,-0.596951
2024.76,2193.92,2147.89,2111.58,3854.23,3547.7,8303.5,8969.61,13.8318,6.92395,-1.68977,-0.270286,-2.06493,262.214,1.85367
2030.46,2196.28,2162.1,2121.97,3585.3,3277.62,8052.09,8489.04,15.0596,9.40454,-1.64936,-0.305924,-2.26887,262.214,-1.00539
2027.61,2191.56,2158.82,2112.62,5380.83,4720.75,7823.69,7376.89,13.4989,8.58129,-1.54429,-0.258406,-2.83536,262.126,0.219924
2028.56,2196.28,2155.54,2115.74,3817.13,3786.49,7186.13,7509.62,15.7358,7.89885,-1.65744,-0.317804,-2.63142,262.037,-0.188514
2035.2,2203.36,2151.17,2110.54,3686.15,3661.3,7169.71,7603.45,17.9936,10.5203,-1.52004,-0.317804,-2.98264,262.126,-2.67056
