nwl1,nwl2,nwl3,nwl4,fprd1,fprd2,fprd3,fprd4,pstr1,pstr3,astrw,g2,ny,vcrf,v2,t
"1964,4","2081,23","2055,05","2029,58","4188,06","4655,99","8085,11","8032,2","3,98877","1,71447","0,697512","-0,0747348","-0,331728","254,428","4,46796","0,37"
"1965,35","2078,87","2053,96","2032,7","4485,97","4355,77","8574,78","9876,62","3,22925","2,08277","0,705594","-0,0390959","-0,116462","254,516","2,33152","0,38"
"1960,6","2084,77","2058,33","2039,98","3844,96","4013,82","9678,99","10595,2","3,61421","1,72531","0,543947","-0,0984941","-0,399706","254,693","-1,81569","0,39"
"1966,3","2083,59","2059,42","2030,62","3121,65","3392,52","8926,42",10451,"3,86392","1,8228","0,55203","-0,146013","-0,467685","254,782","-1,81569","0,4"
"1964,4","2080,05","2055,05","2035,82","3423,02","2892,94","9056,23","10325,1","3,25006","2,1586","0,746006","-0,0272163","-0,331728","254,87","1,51465","0,41"
"1960,6","2084,77","2058,33","2038,94","3149,47","2724,86","10249,2","10853,8","3,53098","1,85529","0,649018","-0,0390959","-0,603642","254,959","-0,558961","0,42"
"1966,3","2083,59","2063,79","2034,78","2961,69","2768,91","8515,62","10190,1","3,57259","1,77947","0,592441","-0,0866145","-0,331728","255,047","2,77138","0,43"
"1966,3","2078,87","2056,14","2037,9","4022,31","3306,75","7547,79","8782,79","3,43734","1,90946","0,640935","-0,0509755","-0,18444","255,047","-0,150524","0,44"
"1962,5","2088,31","2065,98","2043,1","4159,09","4107,72","7753,19","7629,45","3,71826","1,77947","0,503536","-0,0866145","-0,467685","255,136","1,10621","0,45"
"1972,95","2088,31","2065,98","2039,98",4275,"4447,34","7130,42","6917,76","3,88473","1,74697","0,527783","-0,134133","-0,467685","255,224","-3,07242","0,46"
1972,"2089,49","2063,79","2041,02","4972,81","4856,52","6808,36","6833,1","3,46855","1,99611","0,487371","-0,0628552","-0,331728","255,313","-0,998817","0,47"
"1967,25","2091,85","2068,16","2043,1",4712,"5353,78","7657,88","7151,17","3,72866","1,87696","0,576277","-0,122253","-0,898216","255,49","-1,03024","0,48"
"1975,8","2091,85","2068,16","2041,02","4278,48","4935,34","7833,71","8480,71","3,83271","1,59532","0,560112","-0,157892","-0,762259","255,578","0,69777","0,49"
1972,"2088,31","2063,79","2042,06","3890,16","3937,32","8310,23","9366,32","3,41653","1,89862","0,600524","-0,146013","-0,762259","255,667","2,33152","0,5"
"1966,3","2093,03","2070,35","2046,21","3332,62","3799,39","9687,21","10032,2","3,64543","1,73614","0,624771","-0,134133","-1,17013","255,844","0,226496","0,51"
1972,"2094,21","2072,54","2039,98","2857,36","3386,73","9687,21","10764,5","3,80149","1,8228","0,592441","-0,146013","-0,966195","255,844","1,92308","0,52"
"1972,95","2088,31","2063,79","2045,18","3057,9","2873,23","9064,45","10453,3","3,52057","1,85529","0,721759","-0,0747348","-0,898216","255,844","-3,07242","0,53"
"1968,2","2096,57","2073,63","2049,33","2591,92","2930,03","9504,82","9755,34","3,64543","1,73614","0,851076","-0,0628552","-1,10215","255,932","-1,84711","0,54"
"1977,7","2096,57","2070,35","2044,14","2255,76","2716,75","8219,85","8322,82","3,83271","1,89862","0,754088","-0,0747348","-0,671621","256,021","-3,07242","0,55"
"1972,95","2091,85","2068,16","2046,21","2458,62","2066,48","7602,02","7769,04","3,23965","2,27775","0,867241","-0,0628552","-0,467685","256,109","1,04337","0,56"
"1971,05","2095,39","2073,63","2053,49","2456,3","2076,91","7827,13","7448,67","3,42693","2,02861","0,746006","-0,0390959","-0,671621","256,109","1,10621","0,57"
"1978,65","2096,57","2079,09","2049,33","2370,52","2483,76","6906,95","7137,45","3,87432","1,7903","0,721759","-0,110374","-0,399706","256,198","-2,22413","0,58"
"1978,65","2094,21","2074,72","2047,25","3251,47","3019,29","6047,57","6377,72","3,41653","2,14777","0,632853","-0,0747348","-0,399706","256,286","-0,59038","0,59"
"1972,95","2100,11","2084,56","2059,73","2931,55","2974,08","5976,91","5457,79","3,72866","2,05028","0,746006","-0,0866145","-0,603642","256,375","1,92308","0,6"
"1983,4","2101,29","2086,74","2053,49","4032,74","4356,93","5401,8","4611,1","3,90554","1,70364","0,592441","-0,134133","-0,830237","256,463","1,10621","0,61"
"1982,45","2100,11","2081,28","2052,45","4305,15","4586,44","5528,32","5075,64","3,61421","1,93112","0,568194","-0,134133","-0,535663","256,64","-0,59038","0,62"
"1977,7","2106,01","2087,83","2058,69","4812,84","5714,28","6440,29","5787,31","3,69745","1,72531","0,568194","-0,122253","-1,3854","256,729","4,02811","0,63"
"1983,4","2102,47","2084,56","2055,57","4973,97","5713,12",6087,"6135,15","3,5934","1,69281","0,535865","-0,193531","-0,966195","256,906","-0,59038","0,64"
"1984,35","2102,47","2074,72","2047,25","3941,17","4121,62","6961,18","7350,27","3,41653","1,93112","0,455042","-0,0390959","-0,671621","256,994","-2,25555","0,65"
"1979,6","2107,2","2085,65","2054,53","3645,58","3899,07",10964,"11345,8","3,52057","1,66031","0,600524","-0,0984941","-1,10215","257,083","-0,59038","0,66"
"1985,3","2108,38","2084,56","2052,45","4093,02","4443,86","10535,1","12954,5","3,87432","1,76864","0,576277","-0,157892","-0,535663","257,26","2,33152","0,67"
"1985,3","2103,65","2073,63","2048,29","4328,33","4065,99","9994,49","11437,3","3,40612","1,7578","0,6571","-0,0153366","-0,671621","257,26","0,634933","0,68"
"1979,6","2108,38","2088,93","2058,69","3598,06","3737,95","10737,2","10778,2","3,51017","1,73614","0,649018","-0,0390959","-1,17013","257,348","4,84498","0,69"
"1985,3","2107,2","2086,74","2055,57","3025,44","3065,65","9723,37","10755,4","3,67664","1,84446","0,705594","-0,110374","-0,309068","257,437","-1,43867","0,7"
"1986,25","2108,38","2076,91","2051,41","3319,86","2544,04","9388,15","10361,8","3,25006","2,27775","0,681347","-0,00345698","-0,173111","257,437","0,226496","0,71"
"1980,55","2111,92","2093,3","2059,73","3172,65","2694,72","9117,03","9867,47","3,52057","1,99611","0,624771","-0,0509755","-0,807578","257,437","-2,66399","0,72"
"1989,1","2108,38","2090,02","2057,65","3215,54","3302,11","8198,49","9235,88","3,88473","1,72531","0,511618","-0,193531","-0,535663","257,525","-1,03024","0,73"
"1987,2","2108,38","2085,65","2054,53","3962,03","3788,95","7283,24","7650,05","3,60381","1,98528","0,689429","-0,122253","-0,739599","257,614","1,89166","0,74"
"1984,35","2111,92","2097,67","2064,92","3625,88","4116,99","6691,69","6208,37","3,71826","1,83363","0,600524","-0,134133","-1,10215","257,702","-0,621798","0,75"
1991,"2113,1","2095,48","2064,92","3803,23","4311,72","6091,93","5819,35","3,89513","1,81197","0,479289","-0,193531","-0,739599","257,79","-1,84711","0,760000000000001"
"1991,95","2113,1","2091,11","2057,65","4545,08","4858,83","6933,25","6366,28","3,44774","1,84446","0,6571","-0,0984941","-0,671621","257,879","-3,92072","0,770000000000001"
"1987,2","2114,28","2102,04","2064,92","3963,19","5223,96","7194,51","7540,21","3,89513","1,62782","0,689429","-0,146013","-1,45337","257,967","-0,59038","0,780000000000001"
"1992,9","2116,64","2097,67",2067,"4400,19","5303,94","6617,75","7540,21","4,21767","1,89862","0,834911","-0,21729","-1,10215","258,144","-0,150524","0,790000000000001"
"1994,8","2122,54","2091,11","2059,73","4648,25","4793,92","8149,2","8084,84","3,583","1,93112","0,883405","-0,0866145","-0,671621","258,233","-0,181942","0,800000000000001"
"1988,15","2116,64","2098,76",2067,"4029,26","5024,59","8863,98","9034,5","4,23848","1,487","0,851076","-0,0747348","-1,24944","258,321","2,33152","0,810000000000001"
"1994,8",2119,"2096,58",2067,"4108,09","4882,01","8737,45","9741,6","4,38414","1,80113","1,00464","-0,169772","-0,739599","258,498","2,3001","0,820000000000001"
"1993,85","2121,36","2088,93","2063,89","4003,76","3712,45","10423,4","11110,1","3,31248","2,21276","1,1582","0,0321819","-0,241089","258,498","-0,21336","0,830000000000001"
"1989,1","2120,18","2098,76","2065,96","3302,48","3467,87","10646,8","11160,4","3,77028","1,84446","1,11779","0,0321819","-0,399706","258,675","1,48323","0,840000000000001"
"1993,85",2119,"2094,39","2068,04","3145,99","3393,69","9886,04","10858,3","3,86392","1,83363","1,21478","-0,0984941","0,110134","258,764","1,04337","0,850000000000001"
"1995,75","2122,54","2092,21","2068,04","3420,71","3102,74","11100,3","12382,4","3,56219","2,10444","1,33602","-0,0153366","-0,0371535","258,764","-2,66399","0,860000000000001"
1991,"2121,36","2100,95","2072,2","2743,77","3015,8","9938,62","11302,3","3,78068","2,01778","1,04505","0,0321819","-0,467685","258,852","1,48323","0,870000000000001"
"1997,65","2123,72","2094,39","2071,16","2274,31","2431,61","8357,88","9057,39","3,77028","1,7578","1,23903","-0,0866145","-0,0371535","258,941","-0,150524","0,880000000000001"
"1995,75","2122,54","2094,39","2071,16","2827,23","2217,16","9074,3","9206,13","3,37491","2,88436","1,13396","0,00842266","0,404708","259,029","-1,03024","0,890000000000001"
"1992,9","2121,36","2102,04","2071,16","2746,09","2421,17","8236,28","9384,63","3,60381","2,29942","0,939982","-0,0153366","-0,105132","259,029","-1,03024","0,900000000000001"
"1997,65","2123,72","2103,13","2075,32","2580,32","2710,95","6828,08","8020,76","4,03039","1,85529","0,891488","-0,157892","-0,0371535","259,118","-1,87853","0,910000000000001"
"1998,6","2126,08","2100,95","2079,48","2994,14","2916,12","6330,19","6354,82","3,54138","2,32108","0,76217","-0,0984941","0,178112","259,206","-2,6954","0,920000000000001"
"1996,7","2123,72","2103,13","2075,32","2712,47","3303,27","5866,82","5599,67","3,86392","1,84446","0,649018","-0,0628552","-0,399706","259,206","1,86025","0,930000000000001"
"2001,44","2128,44","2103,13","2079,48","2938,51","3602,33","5835,6","5501,27","4,36333","1,71447","0,721759","-0,110374","-0,173111","259,383","0,634933","0,940000000000001"
"2004,29","2134,34","2106,41","2081,56","4247,18","4380,12","5820,81","5185,47","3,28127","2,40774","0,729841","-0,0628552","-0,105132","259,383","-1,87853","0,950000000000001"
"1999,55","2129,62","2111,88","2077,4","4277,32","4952,72","5227,62","5338,8","3,97837","1,7903","0,76217","-0,0628552","-0,173111","259,472","-2,6954","0,960000000000001"
"2001,44","2129,62","2105,32","2084,67","4752,57","5179,92","5332,78","5423,47","4,07201","1,84446","0,754088","-0,0866145","-0,241089","259,56","-0,621798","0,970000000000001"
"2009,99","2136,7","2108,6","2084,67","4418,74","4618,9","6234,89","5917,76","3,45815","2,26692","1,02081","-0,0509755","-0,399706","259,737","1,04337","0,980000000000001"
"2004,29","2129,62","2104,23","2077,4","4389,76","5024,59","7099,2","7135,16","4,0408","1,67115","0,931899","-0,0628552","-0,535663","259,826","-4,39199","0,990000000000001"
"2005,24","2130,8","2099,86","2075,32","4197,34","4309,41","8364,45","8856,01","3,78068","1,86613","0,956146","-0,0272163","-0,309068","259,914","-0,181942",1
"2009,99","2139,06","2109,69","2084,67","3791,63","3402,96","9808,81","10478,5","3,32289","2,67855","1,04505","-0,00345698","-0,309068","260,003","2,33152","1,01"
"2009,04","2134,34","2107,51","2076,36","3508,81","3637,11","9624,77","11091,7","4,07201","1,88779","0,891488","-0,110374","-0,535663","260,003","-0,59038","1,02"
"2007,14","2134,34","2102,04","2076,36","4375,85","4625,85","10048,7","11446,4","4,0616","1,92029","0,939982","-0,0984941","-0,875556","260,091","0,195077","1,03"
"2012,84","2143,78","2111,88","2083,64","4745,62","4797,4","10701,1","11627,2","3,37491","2,29942","0,697512","-0,0390959","-1,02284","260,18","1,48323","1,04"
"2010,94","2134,34","2110,78","2079,48","4050,13","4315,2","9358,57","9910,95","3,83271","1,90946","0,842994","-0,0509755","-0,467685","260,18","2,73996","1,05"
"2008,09","2134,34","2105,32","2075,32","3979,42","3603,48","9524,54","10089,4","3,72866","1,94195","0,826829","0,00842266","-0,173111","260,268","1,89166","1,06"
"2012,84","2146,14","2116,25","2084,67","3661,82","3144,47",10172,"11606,6","3,17723","2,75437","0,632853","-0,0153366","-0,535663","260,268","1,45181","1,07"
"2010,94","2139,06","2112,97","2081,56","3034,72","3156,06","9029,94","11917,8","4,03039","1,93112","0,543947","-0,134133","-0,671621","260,268","0,634933","1,08"
"2010,94","2136,7","2109,69","2077,4","3341,89","3240,68","9167,97","10890,4","3,80149","1,92029","0,600524","-0,157892","-0,739599","260,357","-1,87853","1,09"
"2014,74","2144,96","2122,8","2090,91","3429,98","3471,35","8310,23","8247,3","3,47895","2,10444","0,503536","-0,0628552","-1,02284","260,445","-1,43867","1,1"
"2017,59","2141,42","2124,99","2089,87","3754,54","4212,03","6777,14","7000,15","4,13444","1,61698","0,3823","-0,193531","-1,10215","260,445","-1,03024","1,11"
"2016,64","2137,88","2115,15","2083,64","4884,72","5147,46","6686,76","6489,84","3,79109","1,84446","0,721759","-0,122253","-0,807578","260,534","1,48323","1,12"
"2015,69","2152,05","2127,18","2089,87","4972,81","5436,09","6777,14","6267,88","3,54138","1,85529","0,503536","-0,0628552","-1,3854","260,711","-1,90995","1,13"
"2021,39","2144,96","2126,08","2090,91","4096,49","5538,09","6458,36","6787,33","4,5194","1,4545","0,5197","-0,181652","-1,02284","260,711","-1,87853","1,14"
"2018,54","2141,42","2114,06","2086,75","4153,29","4617,73","7702,25","7084,82","3,89513","1,81197","0,826829","-0,0984941","-0,671621","260,888","-5,20887","1,15"
"2015,69","2152,05","2127,18","2089,87","3988,69","3841,12","9044,73","9499,04","3,22925","2,33192","0,681347","-0,00345698","-0,954865","260,976","0,603515","1,16"
"2021,39","2149,69","2124,99","2091,95","3834,53","3524,67","9054,59",11094,"3,64543","2,00695","0,810664","-0,110374","-0,671621","261,065","0,226496","1,17"
"2017,59","2141,42","2116,25","2087,79","3023,12","2967,12","9217,27","10187,8","3,92635","1,74697","0,891488","-0,0866145","-0,739599","261,065","-0,653216","1,18"
"2015,69","2152,05","2123,9","2090,91","2261,56","3051,74","8420,32","9066,54","3,79109","1,74697","0,923817","-0,0509755","-0,954865","261,153","1,04337","1,19"
"2022,34","2149,69","2120,62","2092,99","2313,72","3108,54","8448,25","8036,78","3,89513","1,71447","1,1582","-0,110374","-0,241089","261,153","-1,87853","1,2"
"2019,49","2144,96","2121,71","2094,03","2873,59","2926,55","9718,43","8073,4","3,583","1,87696","1,18245","0,0559412","0,0421549","261,242","-0,21336","1,21"
"2017,59","2154,41","2131,55","2097,15","3413,75","3397,16","7367,04","7306,78","3,41653","2,18026","1,08546","0,0321819","0,178112","261,33","0,195077","1,22"
"2023,29","2154,41","2126,08","2101,31","3978,26","4368,52","6009,78","7080,24","3,97837","1,7903","0,915735","-0,146013","-0,105132","261,419","-0,181942","1,23"
"2022,34","2146,14","2124,99","2100,27","4225,16","4349,98","6837,94","6963,53","3,54138","1,8228","1,11779","-0,0509755","-0,105132","261,507","-1,47009","1,24"
"2016,64","2154,41","2130,45","2096,11","3207,43","3510,76","7248,73","7226,69","3,56219","2,31025","0,851076","-0,0153366","-0,173111","261,596","-0,621798","1,25"
"2024,24","2154,41","2121,71","2098,19","3071,81","3362,39","7649,67","7885,74","3,98877","1,84446","0,818747","-0,134133","-0,105132","261,773","-0,181942","1,26"
"2023,29","2150,87","2127,18","2102,35","3576,03","3178,09","9038,16","9370,89","3,47895","2,16943","1,00464","-0,0509755","-0,173111","261,861","1,01195","1,27"
"2018,54","2156,77","2127,18","2098,19","3170,33","3131,72","8604,36","9901,8","3,67664","2,1261","1,04505","-0,0509755","-0,309068","261,95","0,603515","1,28"
"2024,24","2156,77","2123,9","2099,23","3020,8","3266,18","7411,41","8510,46","4,0408","1,76864","0,980393","-0,0866145","-0,467685","262,038","1,04337","1,29"
"2023,29","2150,87","2129,36","2102,35","3588,79","3127,09","7781,13","7203,81","3,38531","2,45107","1,06122","-0,0272163","-0,309068","262,127","-1,90995","1,3"
"2018,54","2156,77","2130,45","2098,19","3207,43","3251,11","7135,35","7492,15","3,94716","2,1586","0,867241","-0,0628552","-0,603642","262,215","-0,21336","1,31"
"2025,19","2159,13","2127,18","2101,31","3582,99","3885,16","7325,96","8334,26","4,16565","1,76864","1,01272","-0,169772","-0,173111","262,304","1,86025","1,32"
"2026,14","2157,95","2137,01","2106,5","4222,84","4038,17","7713,75","8048,22","3,46855","2,22359","0,867241","-0,0509755","-0,807578","262,304","2,70854","1,33"
"2021,39","2157,95","2134,83","2101,31","3327,98","3696,23","6750,85","7261,02","3,79109","1,97445","0,76217","-0,0866145","-0,807578","262,392","-1,47009","1,34"
"2026,14","2161,49","2129,36","2099,23","3898,28","4070,63","7358,83","7707,26","3,93675","1,88779","0,834911","-0,181652","-0,807578","262,481","1,86025","1,35"
"2029,94","2165,03","2139,2","2106,5","4300,51","4442,71","8380,89","8981,87","3,49976","2,02861","0,778335","-0,0866145","-0,875556","262,569","-1,94137","1,36"
"2024,24","2161,49","2141,38","2103,39","3865,83","4587,6","7684,18","9029,93","3,92635","1,77947","0,988476","-0,134133","-0,954865","262,658","1,86025","1,37"
"2028,99","2163,85","2130,45","2100,27","4601,88","5064,01","8290,51","8551,66","4,0512","1,94195","1,02889","-0,122253","-0,603642","262,746","2,3001","1,38"
"2032,79","2169,75","2142,47","2106,5","4805,89","4950,4","8775,25","8563,1","3,39572","2,11527","1,14204","-0,0509755","-1,17013","262,835","-0,621798","1,39"
"2028,99","2161,49","2138,1","2104,42","4594,93","5199,62","8441,68","9448,7","4,30091","1,59532","1,23095","-0,122253","-0,807578","263,012","-1,03024","1,4"
"2032,79","2165,03","2132,64","2103,39","5067,86","5779,19","9794,02","10691,3","4,30091","1,61698","1,36026","-0,0984941","-0,807578","263,1","0,163659","1,41"
"2037,54","2174,47","2143,57","2107,54","4521,9","5512,59","10265,6","11052,8","3,45815","2,11527","1,2067","0,0203023","-1,02284","263,189","-0,244778","1,42"
"2028,99","2165,03","2142,47","2108,58","4502,2","5533,45","9754,58","10984,2","3,80149","1,77947","1,433","-0,0628552","-0,535663","263,189","1,86025","1,43"
"2031,84","2166,21","2134,83","2104,42","3672,25","4242,18","11264,7","12041,4","3,71826","1,7903","1,42492","0,00842266","-0,309068","263,277","-0,621798","1,44"
"2036,59","2174,47","2141,38","2106,5","2931,55","2941,62","11813,5","13840,1","3,16682","2,7977","1,24711","0,00842266","-0,309068","263,366","-1,06165","1,45"
"2037,54","2167,39","2135,92","2111,7","3104,26","3089,99","10829,2",14252,"3,97837","2,08277","1,03697","-0,110374","-0,105132","263,366","0,163659","1,46"
"2034,69","2163,85","2135,92","2111,7","3396,37","3314,87",10913,"12512,8","3,63502","1,92029","1,09355","-0,0509755","-0,0371535","263,366","-1,90995","1,47"
"2038,49","2175,65","2143,57","2110,66","3523,87","3297,48","8928,06","9405,22","3,28127","2,62439","0,737923","0,0678209","-0,671621","263,366","1,42039","1,48"
"2043,24","2168,57","2138,1","2113,78","3691,95","3683,47","7708,82","8425,8","3,68704","2,14777","0,89957","-0,0984941","-0,241089","263,366","0,603515","1,49"
"2039,44","2165,03","2143,57","2115,86","4510,31","4126,26","7355,54","7222,12","3,69745","1,93112","0,964229","-0,0628552","-0,241089","263,366","-0,621798","1,5"
"2038,49","2178,01","2144,66","2111,7","4242,55","4187,7","6358,13","6601,97","3,53098","2,47274","0,810664","-0,0509755","-0,535663","263,454","3,52542","1,51"
"2045,14","2174,47","2141,38","2113,78","4266,89","4717,42","6027,85","6336,53","4,41536","1,8228","1,0693","-0,181652","-0,739599","263,543","-4,83185","1,52"
"2041,34","2167,39","2146,85","2120,02","4691,14","5081,38","6464,93","6203,8","3,83271","1,73614","0,956146","-0,134133","-0,671621","263,543","-0,21336","1,53"
"2037,54","2176,83","2144,66","2114,82","4161,41","4840,29","6193,81","6469,24","3,56219","2,31025","1,02889","-0,110374","-1,02284","263,72","-1,06165","1,54"
"2045,14","2178,01","2141,38","2111,7","3956,23","4887,81","6538,88","6997,86","4,22808","1,84446","0,972311","-0,21729","-1,10215","263,808","-1,47009","1,55"
"2043,24","2168,57","2150,12","2120,02","3832,21","4128,58","7455,78","7238,13","3,56219","1,92029","0,842994","-0,122253","-0,875556","263,897","-0,653216","1,56"
"2037,54","2180,37","2150,12","2114,82","3245,68","3685,79","6966,11","7807,94","3,47895","2,1911","0,834911","-0,0390959","-0,875556","263,985","-0,621798","1,57"
"2045,14","2176,83","2142,47","2111,7","2698,56","3499,17","7940,51","8528,77","4,33212","1,80113","0,883405","-0,193531","-0,954865","264,162","0,163659","1,58"
"2042,29","2173,29","2154,5","2121,06","3185,4","3182,72","9016,79","9171,81","3,63502","1,94195","0,883405","-0,0984941","-0,807578","264,162","-0,21336","1,59"
"2035,64","2179,19","2151,22","2117,94","3091,51","3000,74","7703,89","8203,83","3,41653","2,18026","0,810664","-0,0509755","-0,875556","264,251","3,55683","1,6"
"2043,24","2179,19","2145,75","2113,78","2986,02","2928,87","8275,72","8219,85","3,80149","1,94195","0,737923","-0,0866145","-0,603642","264,339","-0,653216","1,61"
"2044,19","2178,01","2156,68","2120,02","3304,8","2947,41","8632,29","8958,99","3,49976","1,94195","0,802582","-0,0628552","-0,954865","264,339","1,82883","1,62"
"2037,54","2179,19","2154,5","2117,94","3693,11","3892,11","8032,53","9043,65","3,73907","1,8228","0,988476","-0,146013","-0,603642","264,428","-2,31838","1,63"
"2041,34","2180,37","2147,94","2116,9","3931,9","4212,03","8997,08","9107,73","3,89513","1,77947","1,16629","-0,122253","-0,535663","264,516","-1,87853","1,64"
"2047,04","2180,37","2157,77","2122,1","3991,01","3982,52","8637,22","8723,28","3,39572","2,01778","1,23903","-0,0272163","-0,739599","264,516","0,572097","1,65"
