nwl1,nwl2,nwl3,nwl4,fprd1,fprd2,fprd3,fprd4,pstr1,pstr3,astrw,g2,ny,vcrf,v2
1954.92,2084.94,2055.4,2029.1,3191.12,4067.74,8375.46,9733.22,3.46912,1.71967,0.953643,-0.27562,-1.31608,253.823,2.76727
1954.92,2075.49,2053.22,2032.22,2827.15,3175.21,8299.88,8559.29,3.53155,1.74133,1.0183,-0.263741,-1.2481,253.911,-0.154631
1960.62,2077.85,2055.4,2028.06,4179.88,3860.25,9570.05,10426.6,3.34427,1.65467,1.05063,-0.0974257,-1.52002,254,0.316643
1957.77,2084.94,2058.68,2035.34,3273.42,3492.8,8631.8,8833.89,3.31306,1.62218,1.04255,-0.156824,-1.11214,254.088,-0.940088
1957.77,2077.85,2055.4,2034.3,3043.91,2772.99,7711.61,7900.24,3.22982,1.70883,1.0668,-0.180583,-1.02151,254.088,-1.8198
1964.42,2083.76,2055.4,2030.14,4983.17,4430.55,8173.35,8932.29,3.26104,1.56802,1.09104,-0.0499071,-1.2481,254.265,-0.531651
1960.62,2090.84,2064.14,2036.38,4026.87,3886.91,7355.05,7630.21,3.35468,1.78466,0.97789,-0.109305,-1.2481,254.265,-1.41136
1959.67,2081.4,2061.96,2042.62,3777.65,3583.22,7024.76,6431.11,3.37548,1.66551,1.09912,-0.168704,-1.18012,254.354,1.54196
1967.27,2086.12,2061.96,2032.22,4905.51,4551.1,7350.11,7101.6,3.37548,1.7305,1.09104,-0.109305,-1.45204,254.531,-1.34853
1962.52,2093.2,2065.24,2037.42,3732.44,4129.18,7451.99,8570.73,3.35468,1.74133,1.21228,-0.180583,-1.58799,254.531,0.693662
1963.47,2083.76,2059.77,2039.5,3595.67,3780.28,7655.75,8108.49,3.48993,1.81716,1.17995,-0.228102,-1.45204,254.619,2.39025
1968.22,2088.48,2061.96,2035.34,5102.56,4925.5,8518.42,9655.42,3.54196,1.88215,1.22036,-0.121185,-1.58799,254.796,3.23854
1964.42,2096.74,2067.42,2038.46,3865.75,4095.56,7769.13,8946.03,3.47953,1.70883,1.16378,-0.228102,-1.58799,254.796,-0.594487
1964.42,2084.94,2064.14,2042.62,3724.33,3390.81,7800.35,8630.22,3.35468,1.78466,1.37392,-0.27562,-1.65597,254.885,0.253806
1970.12,2092.02,2066.33,2035.34,5199.93,4274.07,8976.86,10628,3.34427,1.90382,1.26885,-0.121185,-1.87124,255.062,0.693662
1965.37,2099.1,2067.42,2040.54,3805.47,3624.95,8405.04,9609.65,3.53155,1.74133,1.17187,-0.144944,-1.58799,255.15,0.222388
1966.32,2088.48,2065.24,2044.69,3556.25,3120.72,8332.73,8376.22,3.31306,1.63301,1.01022,-0.251861,-1.65597,255.239,-0.531651
1970.12,2095.56,2066.33,2039.5,5368.01,4593.99,9597.99,10863.7,3.4171,1.763,1.18803,-0.0974257,-1.80326,255.327,2.35883
1968.22,2100.28,2072.89,2041.58,4283.04,4380.71,8483.91,10305.3,3.52115,1.90382,1.0183,-0.204342,-1.52002,255.416,1.51054
1969.17,2090.84,2067.42,2048.85,3622.32,3673.63,8079.69,8099.32,3.68762,1.62218,1.31735,-0.27562,-1.45204,255.504,1.1021
1972.97,2094.38,2071.79,2039.5,5370.32,4901.16,9178.98,10470.1,3.29225,1.74133,1.37392,-0.180583,-1.87124,255.593,1.51054
1969.17,2105,2075.07,2042.62,3960.8,4403.89,8577.57,9888.83,3.45872,2.01214,1.18803,-0.216222,-0.953527,255.681,-0.531651
1971.07,2094.38,2069.61,2050.93,3185.32,3433.7,8569.36,9193.16,3.50034,1.74133,1.26885,-0.2875,-1.45204,255.77,3.61556
1975.82,2099.1,2071.79,2040.54,4102.21,3921.69,9321.93,10852.2,3.42751,1.99047,1.25269,-0.144944,-1.87124,255.858,-0.563069
1970.12,2105,2077.26,2043.65,3301.24,3569.31,8682.74,9710.33,3.39629,1.79549,1.33351,-0.204342,-1.15746,255.858,1.95039
1970.12,2093.2,2072.89,2053.01,2748.33,2792.69,8671.23,8726.34,3.52115,1.763,1.31735,-0.228102,-1.52002,255.947,1.95039
1975.82,2099.1,2077.26,2045.73,3434.54,2987.42,8720.53,9220.63,3.42751,1.90382,1.44667,-0.085546,-1.73528,256.035,-2.63668
1972.02,2107.36,2079.44,2048.85,3160.99,3012.92,7616.32,7888.8,3.46912,2.07713,1.42242,-0.168704,-0.953527,256.035,-0.971507
1972.97,2097.92,2077.26,2057.17,2647.48,2300.06,7166.08,6856.75,3.58357,1.93631,1.48708,-0.156824,-1.3614,256.124,-3.48497
1979.62,2102.64,2080.54,2046.77,3739.4,2643.16,7213.73,7289.24,3.52115,2.35877,1.3416,-0.109305,-1.29342,256.212,-3.04511
1974.87,2107.36,2087.09,2053.01,3589.87,3483.53,6558.11,6437.97,4.59281,3.64781,1.38201,-0.168704,-0.522995,256.301,1.51054
1975.82,2100.28,2082.72,2061.33,2981.31,2858.76,5945.2,5740.03,5.36274,4.59022,1.51132,-0.168704,-1.22544,256.301,2.35883
1979.62,2105,2089.28,2051.97,4627.3,4292.61,5909.04,6158.8,5.00899,3.94029,1.39817,-0.133065,-1.80326,256.478,1.1021
1976.77,2114.44,2091.46,2051.97,3878.5,4364.48,5943.55,5758.34,5.20667,4.31942,1.25269,-0.239981,-1.08948,256.478,1.91898
1980.57,2105,2084.91,2064.44,3387.02,4118.74,6308.34,6234.32,4.47836,2.72707,1.3416,-0.216222,-1.29342,256.566,2.76727
1984.37,2107.36,2088.18,2051.97,4460.39,5155.02,7046.13,7424.26,3.67721,1.93631,1.46283,-0.192463,-1.73528,256.655,-2.22824
1981.52,2115.62,2088.18,2048.85,3946.89,5196.74,6919.6,7085.58,3.57317,1.81716,1.60831,-0.239981,-1.02151,256.832,1.51054
1980.57,2106.18,2081.63,2060.29,3750.99,4675.13,7762.55,8039.82,3.47953,1.83882,1.64064,-0.168704,-1.29342,256.92,0.662244
1986.27,2112.08,2090.37,2054.05,4363.02,4276.38,9201.99,10369.4,3.31306,1.71967,1.64872,-0.085546,-1.22544,257.097,0.662244
1981.52,2119.16,2090.37,2054.05,4236.68,4235.81,9430.38,10950.6,3.61479,1.81716,1.5679,-0.144944,-0.817569,257.186,-1.85122
1982.47,2107.36,2079.44,2061.33,3980.51,3845.18,9972.63,11552.5,3.51074,1.78466,1.61639,-0.121185,-0.953527,257.274,-1.8198
1988.17,2112.08,2089.28,2054.05,4781.48,4230.02,10797.5,12460.9,3.50034,2.25045,1.86695,-0.0380275,-1.02151,257.363,-0.971507
1985.32,2117.98,2090.37,2050.93,3983.98,3605.24,10069.6,10527.3,4.76968,4.30858,1.87503,-0.0974257,-0.239751,257.363,1.07068
1985.32,2110.9,2084.91,2064.44,3549.29,2884.26,9979.21,10898,6.6737,7.03832,1.76996,-0.0617868,-0.670282,257.451,3.64698
1989.12,2114.44,2093.65,2057.17,4145.11,3238.96,10069.6,11692.1,7.6205,8.61984,1.98818,-0.085546,-0.534325,257.54,-0.563069
1983.42,2121.53,2092.56,2055.09,3209.67,3672.48,8147.06,8971.19,8.29679,8.92314,1.96394,-0.192463,-0.30773,257.54,-0.563069
1983.42,2112.08,2088.18,2067.56,2541.99,2932.94,7705.04,8021.53,7.21473,6.71335,1.89119,-0.180583,-0.817569,257.628,-1.00292
1991.97,2117.98,2099.11,2063.4,3347.6,3538.01,7248.24,7982.63,4.94656,3.95112,1.89119,-0.121185,-1.11214,257.717,-0.971507
1991.02,2123.89,2096.93,2062.37,2985.95,4465.32,6521.96,6810.98,3.92692,2.30461,1.82654,-0.192463,-0.534325,257.717,0.253806
1988.17,2115.62,2094.74,2071.72,2755.28,3648.13,5961.63,5765.19,3.60438,1.70883,1.62448,-0.156824,-0.817569,257.805,0.222388
1994.82,2119.16,2101.3,2067.56,4739.74,4655.42,5552.48,5666.8,3.32346,1.94715,1.60831,-0.144944,-0.817569,257.894,-4.30184
1991.02,2125.07,2099.11,2065.48,3752.15,4721.5,5488.39,5273.19,3.50034,1.89298,1.68105,-0.109305,-0.466346,257.982,0.662244
1992.92,2119.16,2095.83,2071.72,4117.28,4551.1,6098.02,6028.35,3.45872,1.71967,1.68105,-0.0974257,-1.11214,258.071,0.693662
1998.61,2121.53,2100.21,2070.68,5090.97,5357.86,6508.81,6760.64,3.34427,1.63301,1.60831,-0.0380275,-0.738261,258.159,0.253806
1996.71,2128.61,2098.02,2068.6,4271.45,5098.22,6837.45,5994.03,3.36508,1.65467,1.60831,-0.0617868,-0.398368,258.248,1.51054
1995.76,2122.71,2092.56,2069.64,4476.62,4355.21,8444.47,8790.42,3.30265,1.71967,1.78612,0.0213707,-0.670282,258.336,1.91898
1999.56,2126.25,2099.11,2070.68,5439.87,5525.93,9101.75,10357.9,3.31306,1.96881,1.88311,-0.0499071,-0.534325,258.425,1.51054
1997.66,2130.97,2096.93,2069.64,4094.09,4691.36,8891.42,9902.56,4.3535,3.08454,1.76996,-0.0974257,-0.30773,258.513,0.662244
1998.61,2123.89,2093.65,2067.56,4197.26,4168.59,10339.1,11412.9,4.78009,4.00528,1.72146,-0.0736664,-0.670282,258.513,-0.18605
2002.41,2127.43,2099.11,2069.64,5111.83,4932.46,10910.9,12783.6,5.0506,4.59022,1.80229,-0.0736664,-0.30773,258.602,-0.563069
2000.51,2133.33,2098.02,2073.8,3551.61,3910.09,10169.8,11291.6,5.52921,4.62272,1.65681,-0.085546,-0.534325,258.602,1.1021
1996.71,2125.07,2096.93,2067.56,3699.99,3264.46,10802.4,12785.9,5.11303,4.37358,1.55174,-0.0380275,-0.602304,258.69,-0.563069
2001.46,2127.43,2103.48,2073.8,4994.76,4256.68,10625,12712.7,4.59281,4.04861,1.51132,-0.085546,-0.534325,258.69,3.61556
2004.31,2133.33,2099.11,2077.96,3123.89,3737.38,9155.98,9930.02,4.53038,3.21452,1.60831,-0.121185,-0.670282,258.778,-0.971507
2000.51,2127.43,2101.3,2070.68,3296.6,3040.74,8730.39,9643.98,3.89571,2.67291,1.63256,-0.0736664,-0.953527,258.778,1.51054
2002.41,2129.79,2104.58,2075.88,4703.81,4188.29,8064.9,9325.89,3.53155,2.25045,1.53557,-0.109305,-0.466346,258.867,-1.00292
2007.16,2133.33,2105.67,2080.04,2903.65,3294.6,7573.59,7946.01,3.57317,2.07713,1.3416,-0.168704,-0.670282,258.955,1.91898
2003.36,2133.33,2105.67,2074.84,3040.43,3107.98,7006.69,7671.4,3.52115,1.75216,1.2931,-0.133065,-1.2481,258.955,-1.85122
2002.41,2132.15,2111.13,2077.96,4563.55,4798,6379,6966.59,3.44832,1.81716,1.30927,-0.180583,-0.953527,259.044,0.253806
2009.06,2135.69,2108.95,2084.19,3443.81,4592.83,6540.03,6497.48,3.42751,1.74133,1.35776,-0.133065,-1.38406,259.132,-2.22824
2006.21,2136.87,2113.32,2080.04,4467.34,4380.71,6526.88,6447.12,3.39629,1.63301,1.41434,-0.133065,-1.73528,259.221,1.07068
2004.31,2134.51,2114.41,2080.04,5038.8,5127.19,6217.97,6298.38,3.39629,1.80633,1.13954,-0.0974257,-0.738261,259.309,1.07068
2012.86,2139.23,2107.86,2088.35,3822.86,4104.83,6845.66,7078.71,3.4067,1.80633,1.21228,-0.109305,-1.38406,259.398,1.88756
2009.06,2140.41,2113.32,2075.88,4432.57,3924.01,7987.67,9586.77,3.22982,1.64384,1.39817,-0.109305,-1.52002,259.486,-1.00292
2006.21,2140.41,2114.41,2080.04,4890.43,4931.3,8531.56,9669.14,3.4067,1.64384,1.24461,-0.168704,-1.11214,259.575,-3.07653
2011.91,2141.59,2110.04,2086.27,3149.4,3767.52,8929.22,9584.47,3.39629,1.698,1.21228,-0.144944,-1.52002,259.663,4.024
2011.91,2140.41,2114.41,2079,3829.81,3518.31,9998.93,11190.9,3.4171,1.75216,1.27694,-0.144944,-1.45204,259.752,0.662244
2006.21,2142.77,2117.69,2080.04,4781.48,4763.22,9880.62,10904.9,3.42751,1.75216,1.36584,-0.180583,-1.11214,259.84,4.024
2010.96,2139.23,2108.95,2087.31,3127.37,3332.85,9639.07,10541,3.50034,1.87132,1.19611,-0.180583,-1.65597,259.929,0.222388
2012.86,2145.13,2116.6,2077.96,3589.87,3208.82,9676.86,11213.8,3.53155,1.90382,1.10721,-0.144944,-1.45204,259.929,-3.48497
2004.31,2143.95,2117.69,2079,4329.41,4010.94,8945.65,9930.02,3.54196,1.97964,1.47091,-0.216222,-1.11214,260.017,1.91898
2016.66,2141.59,2114.41,2090.43,3065.93,2992.06,9321.93,9653.12,3.6356,2.31544,1.33351,-0.133065,-1.52002,260.106,1.51054
2013.81,2147.49,2119.88,2083.15,4058.17,2953.81,8791.18,9605.08,4.04137,2.79206,1.43858,-0.156824,-1.65597,260.106,1.91898
2007.16,2149.85,2122.06,2081.08,5112.99,4565.01,7808.56,8119.92,4.13501,3.04121,1.22844,-0.180583,-1.2481,260.194,2.32741
2015.71,2145.13,2113.32,2091.47,3836.77,3984.28,7483.21,7895.67,4.24946,2.83539,1.27694,-0.180583,-1.73528,260.283,0.222388
2014.76,2149.85,2124.25,2089.39,4735.11,4575.44,7313.97,7573,3.90611,2.38044,1.25269,-0.216222,-1.73528,260.371,3.99258
2009.06,2152.21,2120.97,2087.31,4780.32,5108.64,7220.31,7030.67,3.54196,1.93631,1.17995,-0.192463,-1.58799,260.46,-3.10795
2013.81,2143.95,2115.5,2091.47,3451.93,3901.99,8109.27,8167.98,3.55236,1.86049,1.27694,-0.192463,-2.16581,260.548,-1.41136
2014.76,2153.39,2124.25,2088.35,3975.87,3635.38,8436.26,9632.53,3.51074,2.0338,1.21228,-0.251861,-1.81459,260.637,-1.88264
2009.06,2154.57,2119.88,2090.43,3999.05,4998.52,7875.94,8991.79,3.55236,1.86049,1.36584,-0.323139,-1.65597,260.814,-1.85122
2012.86,2146.31,2117.69,2093.55,2424.92,3037.27,8531.56,9151.98,3.43791,1.79549,1.3416,-0.228102,-2.43773,260.902,1.88756
2016.66,2151.03,2122.06,2092.51,3138.96,2832.1,8140.48,8206.88,3.25063,1.75216,1.40625,-0.168704,-1.73528,260.991,1.03926
2010.96,2156.93,2122.06,2094.59,3280.38,3124.21,7721.47,7195.42,3.33387,2.05547,1.18803,-0.144944,-0.953527,261.079,-1.03434
2014.76,2147.49,2118.78,2095.63,2565.18,2679.1,7821.71,8605.06,3.36508,1.74133,1.51132,-0.121185,-1.87124,261.168,1.88756
2017.61,2155.75,2125.34,2098.75,3652.46,3025.68,7111.85,7552.41,3.48993,1.95798,1.67297,-0.192463,-1.29342,261.168,-1.44278
2011.91,2161.65,2126.43,2101.86,3987.46,4343.61,6681.34,5776.63,3.6356,1.92548,1.68914,-0.168704,-1.02151,261.256,2.73585
2015.71,2151.03,2123.15,2095.63,3771.86,3898.5,6702.71,5975.73,3.91652,2.47793,1.63256,-0.109305,-1.58799,261.345,3.17571
2022.36,2155.75,2129.71,2099.79,4987.8,4775.97,6526.88,6543.24,4.25986,3.05204,1.71338,-0.156824,-0.953527,261.522,0.222388
2016.66,2162.84,2128.62,2101.86,4452.28,4271.75,7251.52,7014.65,4.91534,4.04861,1.64064,-0.133065,-0.817569,261.61,-1.00292
2019.51,2152.21,2130.8,2092.51,4240.15,4180.18,8040.26,9081.04,5.38355,4.62272,1.68914,-0.133065,-1.08948,261.699,4.024
2024.26,2156.93,2131.9,2097.71,5086.33,4686.72,8230.86,9492.94,5.47719,4.75271,1.64872,-0.180583,-0.953527,261.787,0.222388
2021.41,2164.02,2126.43,2106.02,4563.55,4731.92,9187.19,10071.9,4.75928,3.92945,1.66489,-0.180583,-1.02151,261.876,2.32741
2022.36,2155.75,2129.71,2094.59,4256.38,3932.12,9726.16,10982.7,4.60321,3.64781,1.52749,-0.168704,-1.45204,261.964,-1.03434
2026.16,2158.11,2134.08,2094.59,5430.6,5155.02,8944,10108.5,4.1038,2.81373,1.50324,-0.204342,-0.738261,262.053,-0.18605
2024.26,2165.2,2128.62,2108.1,4099.9,4366.8,9474.75,10618.8,3.61479,2.28295,1.59215,-0.133065,-1.11214,262.053,-0.154631
2023.31,2160.47,2135.18,2097.71,4131.2,3830.11,10160,11591.4,4.13501,2.78123,1.53557,-0.180583,-1.45204,262.141,-1.88264
2027.11,2159.29,2137.36,2093.55,5425.96,5272.09,8735.32,9911.71,4.25986,2.93288,1.54365,-0.239981,-0.885548,262.141,2.32741
2028.06,2166.38,2129.71,2107.06,3778.81,4536.03,8868.42,9955.19,4.16622,2.93288,1.5679,-0.180583,-1.11214,262.23,1.07068
2026.16,2164.02,2139.55,2099.79,3959.64,3907.78,8968.65,10657.7,4.27027,3.32285,1.53557,-0.180583,-1.11214,262.23,0.599407
2029.96,2161.65,2138.45,2097.71,5354.1,5168.92,8127.35,8751.51,4.49917,3.18203,1.46283,-0.192463,-0.738261,262.318,-3.13937
2031.86,2167.56,2131.9,2107.06,3647.82,4052.67,8368.89,8836.18,4.03097,2.71624,1.40625,-0.156824,-1.38406,262.407,0.630826
2029.01,2165.2,2140.64,2103.94,3735.92,4071.21,8056.69,9126.8,4.20784,2.8029,1.60023,-0.204342,-1.08948,262.407,1.88756
2029.01,2166.38,2137.36,2098.75,4772.2,5151.53,7821.71,7692,3.92692,2.30461,1.50324,-0.144944,-1.02151,262.495,-1.03434
2036.61,2166.38,2134.08,2108.1,3262.99,4019.06,7961.38,7877.36,3.46912,1.97964,1.51132,-0.109305,-1.45204,262.584,-0.625906
2032.81,2167.56,2141.73,2106.02,3686.08,4480.39,8038.61,8536.41,3.51074,1.78466,1.53557,-0.180583,-0.885548,262.584,0.630826
2029.96,2171.1,2138.45,2109.14,4810.45,5568.82,7866.08,8122.21,3.50034,1.7305,1.48708,-0.144944,-0.738261,262.672,-0.18605
2036.61,2167.56,2136.27,2108.1,3442.66,4485.03,7871.01,8222.9,3.4171,1.66551,1.41434,-0.085546,-1.08948,262.761,-0.18605
2033.76,2174.64,2139.55,2110.18,4130.03,3796.5,7736.27,8689.72,3.46912,1.763,1.5679,-0.0974257,-1.02151,262.761,3.55273
2029.96,2173.46,2137.36,2109.14,5123.43,5003.16,8446.12,8701.16,3.52115,1.86049,1.74571,-0.0974257,-0.522995,262.849,-1.88264
2037.56,2171.1,2138.45,2109.14,3793.88,3944.87,9312.07,10612,3.61479,2.4021,1.7053,-0.0499071,-1.15746,262.938,1.88756
2033.76,2175.82,2141.73,2111.22,4542.69,4498.94,8692.59,9854.5,4.63442,3.66948,1.69722,-0.156824,-0.738261,263.026,-1.03434
2029.01,2177,2140.64,2115.38,4927.53,5149.21,9044.24,9254.96,5.00899,4.24359,1.88311,-0.0617868,-0.522995,263.026,-2.69951
2034.71,2169.92,2138.45,2108.1,3771.86,3941.39,9926.62,10966.6,5.86215,5.66262,1.85886,-0.0380275,-1.29342,263.115,-3.07653
2033.76,2177,2142.82,2110.18,4478.94,4510.53,9556.91,10458.6,7.06907,7.11415,1.88311,-0.156824,-0.817569,263.203,-1.85122
2029.96,2180.54,2139.55,2117.46,4520.67,5212.97,9136.25,10490.7,6.99624,6.82168,1.77804,-0.168704,-0.658953,263.292,-0.18605
2033.76,2171.1,2142.82,2109.14,3376.59,4129.18,9765.59,11650.9,6.27833,5.94426,1.60831,-0.121185,-1.08948,263.38,-1.44278
2034.71,2175.82,2147.2,2109.14,4944.91,5144.58,8924.28,9991.8,5.83094,4.77437,1.71338,-0.168704,-0.522995,263.469,-0.594487
2030.91,2181.72,2143.92,2121.61,4420.98,4871.02,9080.39,9847.63,4.27027,3.0737,1.82654,-0.0974257,-0.590974,263.557,-0.217468
2034.71,2172.28,2148.29,2109.14,3460.04,3914.73,9050.81,10513.6,3.72924,2.23962,1.61639,-0.133065,-1.08948,263.646,1.03926
2038.51,2179.36,2149.38,2110.18,4822.04,4503.58,8467.48,9557.02,3.59398,1.95798,1.68105,-0.133065,-0.590974,263.734,4.40102
2034.71,2184.08,2143.92,2122.65,4194.94,3913.58,8792.83,9248.09,3.37548,1.74133,1.51941,-0.0617868,-1.15746,263.734,-1.88264
2033.76,2175.82,2151.57,2112.26,3501.78,3544.97,8671.23,9454.04,3.48993,1.82799,1.68105,-0.0736664,-1.08948,263.823,0.630826
2038.51,2178.18,2152.66,2112.26,5218.48,4461.85,8022.18,8508.95,3.68762,2.25045,1.49516,-0.109305,-0.375708,263.911,-0.18605
2038.51,2184.08,2150.47,2122.65,4197.26,3897.35,8074.76,8623.36,3.96854,2.35877,1.41434,-0.0617868,-1.02151,263.911,1.4477
2037.56,2178.18,2151.57,2114.34,3557.41,3729.27,7772.42,8257.23,4.63442,3.59365,1.51132,-0.156824,-1.02151,264,2.67301
2043.26,2181.72,2150.47,2111.22,4653.97,5151.53,7599.88,7998.64,4.98818,3.95112,1.48708,-0.168704,-0.522995,264.088,-0.625906
2043.26,2186.44,2146.1,2118.5,3652.46,4444.46,8209.5,8733.21,4.50957,3.30118,1.4305,-0.121185,-1.22544,264.088,-0.18605
2039.46,2179.36,2152.66,2118.5,3471.64,3900.82,7951.52,8964.33,4.38472,3.08454,1.76188,-0.180583,-1.02151,264.088,-0.594487
2046.11,2180.54,2148.29,2117.46,5082.85,5150.38,7741.19,8195.44,3.95813,2.45626,1.55982,-0.204342,-0.658953,264.177,0.19097
2047.05,2187.62,2148.29,2119.54,3868.07,3771,8250.58,9328.18,3.51074,1.92548,1.27694,-0.0499071,-1.3614,264.177,2.29599
2043.26,2182.9,2154.85,2123.69,3540.02,3511.35,7821.71,9602.78,3.46912,1.78466,1.17995,-0.156824,-1.02151,264.265,0.599407
2046.11,2185.26,2148.29,2123.69,4768.72,4820.02,7915.37,8618.78,3.30265,1.7305,1.13954,-0.156824,-1.08948,264.265,0.630826
2048,2186.44,2148.29,2117.46,3427.59,3478.9,9343.29,10364.8,3.29225,1.86049,1.18803,-0.0380275,-1.29342,264.354,1.4477
2045.16,2187.62,2154.85,2124.73,3529.6,3229.69,8365.61,8248.07,3.30265,1.82799,1.09104,-0.156824,-0.817569,264.354,-0.217468
2044.21,2187.62,2152.66,2127.85,4248.27,3927.49,7823.35,7941.43,3.4171,1.81716,1.09912,-0.133065,-0.953527,264.442,-0.217468
2048.95,2186.44,2154.85,2118.5,3223.58,3541.49,8945.65,10202.3,3.45872,1.79549,1.24461,-0.156824,-1.58799,264.531,1.4477
2047.05,2191.16,2155.94,2120.58,3487.87,3532.22,7801.99,8753.8,3.36508,1.67634,1.22844,-0.180583,-0.953527,264.531,3.14429
2039.46,2192.34,2137.36,2114.34,4651.65,4597.47,7655.75,7751.5,3.34427,1.74133,1.14762,-0.144944,-1.15746,264.619,1.03926
2046.11,2182.9,2127.53,2100.83,3428.75,3590.18,7752.7,7868.21,3.26104,1.44886,0.929396,-0.156824,-1.87124,264.619,-0.625906
2042.31,2188.8,2152.66,2113.3,4851.02,5011.28,7376.41,8039.82,3.48993,1.58968,0.953643,-0.228102,-0.953527,264.619,1.00784
2036.61,2188.8,2160.31,2137.21,4490.53,4705.27,7834.86,8637.09,3.73964,1.91465,0.905149,-0.144944,-1.15746,264.619,2.32741
2045.16,2181.72,2154.85,2116.42,4438.37,4386.5,8189.78,8401.39,4.02056,2.23962,0.70309,-0.085546,-1.3614,264.619,-1.06576
2042.31,2188.8,2158.12,2115.38,5387.71,5190.94,7767.49,7458.59,4.01016,1.96881,0.727337,-0.204342,-0.375708,264.619,-0.18605
2039.46,2193.52,2151.57,2130.97,4910.14,5190.94,8429.69,9778.98,3.80207,1.97964,0.791996,-0.109305,-0.817569,264.708,0.599407
2046.11,2187.62,2161.4,2125.77,4073.23,4416.64,9129.68,10630.3,3.73964,1.96881,0.800078,-0.204342,-1.58799,264.796,3.14429
2048,2193.52,2154.85,2116.42,5671.71,5598.96,8630.15,9241.22,3.69802,1.88215,0.953643,-0.251861,-0.658953,264.885,-1.00292
2041.36,2198.24,2150.47,2126.81,4549.64,4585.88,9826.39,10678.3,3.61479,1.79549,1.07488,-0.133065,-1.52002,264.885,-0.594487
2045.16,2186.44,2160.31,2125.77,3768.38,3837.07,9614.42,10843.1,3.4171,2.00131,1.09104,-0.133065,-1.15746,264.973,-1.4742
2048,2191.16,2158.12,2126.81,4925.21,4428.23,8612.08,9781.28,3.45872,1.763,1.02638,-0.204342,-1.02151,265.062,4.43244
2047.05,2195.88,2153.75,2128.89,4143.94,4035.29,9757.37,11257.3,3.39629,1.57885,1.18803,-0.085546,-1.73528,265.15,-0.625906
2046.11,2187.62,2161.4,2127.85,3273.42,3321.26,9146.11,10101.6,3.29225,1.88215,1.11529,-0.192463,-1.65597,265.15,1.85614
2050.85,2193.52,2155.94,2128.89,4097.58,4063.1,8452.69,8218.33,3.20901,1.37303,0.953643,-0.192463,-0.885548,265.239,0.567989
