datetime,nwl1,nwl2,nwl3,nwl4,fprd1,fprd2,fprd3,fprd4,pstr1,pstr3,astrw,g2,ny,vcrf,v2
2024-04-19T09:23:29.023,1879.15,1991.72,1967.96,1939.05,4214.96,4078.38,5893.55,5546.7,4.00478,2.34254,0.975543,-0.133163,-0.493307,243.149,0.624877
2024-04-19T09:23:29.033,1874.4,1984.64,1967.96,1947.37,4162.8,3911.46,5877.12,5757.24,3.96317,2.27755,0.741155,-0.0500053,-0.493307,243.237,-2.29702
2024-04-19T09:23:29.043,1878.2,1987,1964.68,1943.21,2846.01,3042.11,6209.04,7288.14,3.89033,2.31004,0.846226,-0.0500053,-1.00315,243.414,-1.44873
2024-04-19T09:23:29.053,1882,1994.08,1969.05,1944.25,3708.41,3716.73,6946.83,7292.73,3.94236,2.31004,0.668414,-0.145042,-0.493307,243.414,-4.37063
2024-04-19T09:23:29.063,1874.4,1988.18,1966.86,1947.37,3685.23,3207.87,7756.92,8256.12,3.90074,2.18006,0.797732,-0.0737646,-0.787881,243.591,-1.44873
2024-04-19T09:23:29.073,1880.1,1991.72,1967.96,1943.21,2912.08,2803.33,7610.68,8803.04,3.87993,2.16922,0.628003,-0.0143664,-0.935168,243.68,0.624877
2024-04-19T09:23:29.083,1882,1998.8,1967.96,1943.21,3300.39,3204.38,7494.01,7745.82,3.90074,2.11506,0.636085,-0.133163,-0.561286,243.768,1.47317
2024-04-19T09:23:29.093,1877.25,1991.72,1971.23,1949.44,3919.38,3612.4,7824.29,8308.75,3.79669,2.26671,0.522932,-0.0500053,-0.425329,243.857,0.216439
2024-04-19T09:23:29.103,1882.95,1995.26,1973.42,1947.37,2902.81,2834.62,7421.71,8990.68,3.87993,2.13673,0.741155,-0.0500053,-0.85586,243.945,-2.73688
2024-04-19T09:23:29.113,1878.2,1995.26,1972.33,1947.37,2995.54,3123.25,7296.83,7727.52,3.95276,2.27755,0.644167,-0.121283,-0.493307,244.034,0.185021
2024-04-19T09:23:29.123,1878.2,1996.44,1973.42,1952.56,3937.93,3600.81,7628.75,7729.8,3.90074,2.22338,0.692661,-0.0856442,-0.640594,244.122,1.03331
2024-04-19T09:23:29.133,1882.95,1999.98,1978.88,1948.41,3080.15,3024.72,7737.2,9359.11,3.93195,2.0609,0.846226,-0.061885,-1.1391,244.211,-0.631854
2024-04-19T09:23:29.143,1877.25,1996.44,1976.7,1949.44,2922.51,3066.45,7165.37,8349.95,3.85912,2.26671,0.628003,-0.180681,-0.640594,244.299,-1.44873
2024-04-19T09:23:29.153,1882.95,2003.52,1975.61,1953.6,3888.08,3532.42,7329.69,7484.94,4.00478,2.26671,0.724991,-0.0856442,-0.85586,244.388,0.216439
2024-04-19T09:23:29.163,1883.9,1999.98,1984.35,1951.52,3327.06,2929.68,7300.11,8427.76,3.90074,2.20172,0.595673,-0.0381257,-0.935168,244.476,1.06473
2024-04-19T09:23:29.173,1880.1,1998.8,1979.98,1951.52,2873.83,2914.6,7030.63,8160.01,3.99438,2.24505,0.724991,-0.192561,-0.719903,244.653,1.03331
2024-04-19T09:23:29.183,1889.6,2005.88,1975.61,1953.6,3383.85,3087.31,7170.3,7272.13,3.90074,2.27755,0.668414,-0.0975239,-0.787881,244.742,0.247857
2024-04-19T09:23:29.193,1884.85,1998.8,1985.44,1955.68,3307.34,2908.81,6963.26,7693.19,3.93195,2.21255,0.724991,-0.0737646,-0.935168,244.83,-1.85717
2024-04-19T09:23:29.203,1886.75,2001.16,1979.98,1954.64,2750.96,2976.04,6746.36,7642.85,3.94236,2.14756,0.741155,-0.133163,-0.85586,244.919,0.593458
2024-04-19T09:23:29.213,1895.3,2009.42,1982.16,1953.6,4517.5,4507.26,6932.04,6686.31,3.96317,2.29921,0.628003,-0.121283,-0.935168,245.007,1.03331
2024-04-19T09:23:29.223,1890.55,2007.06,1987.63,1958.8,4131.5,4137.49,6936.97,7221.78,3.87993,2.0284,0.797732,-0.0856442,-1.07113,245.096,1.91303
2024-04-19T09:23:29.233,1889.6,2004.7,1981.07,1954.64,3302.71,3880.17,6470.31,7185.18,3.93195,2.21255,0.797732,-0.180681,-1.00315,245.184,1.85019
2024-04-19T09:23:29.243,1898.15,2014.14,1982.16,1955.68,3769.85,4543.19,7083.21,6542.14,3.96317,2.01757,0.805814,-0.156922,-1.07113,245.273,-1.88859
2024-04-19T09:23:29.253,1892.45,2007.06,1989.81,1959.84,3041.9,3678.47,8305.74,8919.75,3.90074,2.18006,0.918967,-0.133163,-1.34304,245.361,1.03331
2024-04-19T09:23:29.263,1896.25,2009.42,1983.26,1957.76,2682.56,2922.72,8629.44,9922.05,3.91114,2.14756,0.902802,-0.0856442,-1.20708,245.45,-1.44873
2024-04-19T09:23:29.273,1898.15,2016.5,1984.35,1955.68,2764.86,2797.53,8271.23,8187.48,3.86953,2.23422,0.733073,-0.133163,-1.00315,245.538,-0.223417
2024-04-19T09:23:29.283,1892.45,2007.06,1988.72,1962.96,3091.75,2652.64,8567,9473.53,3.99438,2.18006,0.89472,-0.0737646,-1.00315,245.627,-0.600436
2024-04-19T09:23:29.293,1897.2,2010.6,1982.16,1960.88,2876.14,2347.78,7362.55,8949.5,3.93195,2.40753,0.910884,-0.0143664,-0.85586,245.715,-0.223417
2024-04-19T09:23:29.303,1895.3,2016.5,1987.63,1959.84,3050.02,2408.06,7132.51,6917.43,3.94236,2.44003,0.765402,-0.0737646,-0.561286,245.715,-2.29702
2024-04-19T09:23:29.313,1894.35,2011.78,1992,1968.15,4151.21,3226.41,6922.18,6576.47,3.97357,2.28838,0.684579,-0.0381257,-0.719903,245.804,-1.04029
2024-04-19T09:23:29.323,1900.05,2012.96,1985.44,1962.96,3542.66,3213.65,6412.8,6793.86,3.93195,2.20172,0.724991,-0.00248677,-0.640594,245.892,-2.29702
2024-04-19T09:23:29.333,1897.2,2020.04,1989.81,1962.96,3993.57,3366.66,6302.7,6208.04,3.99438,2.4292,0.611838,-0.133163,-0.35735,245.981,-0.631854
2024-04-19T09:23:29.343,1898.15,2016.5,1992,1970.23,4735.42,3912.62,6448.95,6571.9,4.06721,2.29921,0.61992,-0.109404,-0.561286,246.069,-1.04029
2024-04-19T09:23:29.353,1901,2018.86,1990.9,1965.04,3783.75,3741.07,6271.48,7606.23,4.00478,2.28838,0.579509,-0.133163,-0.787881,246.158,-1.48015
2024-04-19T09:23:29.363,1896.25,2020.04,1993.09,1964,3265.62,4009.98,6945.18,7832.78,3.90074,2.27755,0.482521,-0.263839,-0.85586,246.246,1.0019
2024-04-19T09:23:29.373,1898.15,2018.86,1993.09,1974.39,4043.41,4003.03,7802.93,8590.22,3.90074,2.13673,0.587591,-0.168802,-0.787881,246.423,-4.8419
2024-04-19T09:23:29.383,1901,2021.22,1992,1966.08,3172.89,2971.4,7566.3,8903.74,4.00478,2.27755,0.555262,-0.0856442,-1.34304,246.512,-2.73688
2024-04-19T09:23:29.393,1897.2,2022.4,1995.28,1968.15,3077.84,3328.41,7796.35,8519.29,3.91114,2.15839,0.660332,-0.2282,-1.07113,246.6,-0.631854
2024-04-19T09:23:29.403,1904.8,2025.95,1997.46,1977.51,4217.28,4069.1,8649.16,9576.51,3.98397,2.01757,0.51485,-0.0975239,-1.07113,246.777,-4.8419
2024-04-19T09:23:29.413,1902.9,2023.59,1998.55,1969.19,3285.33,2688.57,7906.45,9498.71,3.89033,2.27755,0.579509,-0.0500053,-1.50166,246.777,-0.191999
2024-04-19T09:23:29.423,1899.1,2021.22,1997.46,1971.27,2778.77,2695.53,7306.68,7670.31,3.93195,2.20172,0.611838,-0.145042,-0.935168,246.954,1.03331
2024-04-19T09:23:29.433,1908.6,2029.49,1996.37,1977.51,3563.52,3389.85,8312.31,8153.15,3.91114,2.25588,0.571426,-0.0856442,-0.935168,247.043,1.85019
2024-04-19T09:23:29.443,1903.85,2029.49,1999.65,1972.31,3607.56,3447.8,8333.67,9736.69,3.93195,2.15839,0.579509,-0.0856442,-1.43368,247.043,0.970478
2024-04-19T09:23:29.453,1903.85,2024.77,2000.74,1975.43,2870.34,3064.13,7446.36,7951.78,3.97357,2.14756,0.724991,-0.24008,-0.719903,247.131,2.66706
2024-04-19T09:23:29.463,1912.4,2031.85,2000.74,1979.59,3810.42,3948.55,7477.58,6988.37,4.0464,2.28838,0.700744,-0.0975239,-0.935168,247.308,0.56204
2024-04-19T09:23:29.473,1906.7,2025.95,2007.3,1975.43,4067.75,3885.96,7252.46,7979.23,3.97357,2.20172,0.644167,-0.109404,-1.34304,247.397,-0.223417
2024-04-19T09:23:29.483,1907.65,2028.31,2007.3,1976.47,3570.47,3714.41,7352.7,8594.81,4.00478,2.31004,0.724991,-0.21632,-0.85586,247.485,-1.13455
2024-04-19T09:23:29.493,1914.3,2036.57,2000.74,1982.71,4134.98,4382.07,7638.61,8322.49,3.93195,2.11506,0.692661,-0.109404,-0.85586,247.574,0.185021
2024-04-19T09:23:29.503,1910.5,2029.49,2009.48,1978.55,3497.45,3222.93,7751.98,8727.52,3.93195,2.26671,0.660332,-0.0737646,-1.27506,247.662,-0.663273
2024-04-19T09:23:29.513,1914.3,2029.49,2007.3,1978.55,2835.57,2541.36,7832.51,8585.65,3.8175,2.16922,0.539097,-0.168802,-1.07113,247.751,-0.631854
2024-04-19T09:23:29.523,1916.2,2037.75,2007.3,1980.63,2798.48,2555.27,8616.3,9468.96,3.95276,2.18006,0.579509,-0.133163,-1.1391,247.839,1.44175
2024-04-19T09:23:29.533,1909.55,2031.85,2012.76,1981.67,2944.54,2500.79,8451.98,10123.4,3.91114,2.23422,0.61992,-0.0975239,-1.43368,247.928,-1.51157
2024-04-19T09:23:29.543,1912.4,2031.85,2010.58,1979.59,2552.75,2263.17,7377.34,8329.35,3.87993,2.21255,0.628003,-0.109404,-0.935168,247.928,1.85019
2024-04-19T09:23:29.553,1920,2040.11,2008.39,1984.79,2861.07,2586.57,7229.45,7134.82,3.98397,2.27755,0.65225,-0.0975239,-0.85586,248.016,-1.92
2024-04-19T09:23:29.563,1915.25,2034.21,2017.13,1984.79,3774.48,3228.73,6751.29,7004.39,3.94236,2.32087,0.587591,-0.0975239,-1.20708,248.016,-1.92
2024-04-19T09:23:29.573,1919.05,2037.75,2014.95,1983.75,3102.18,2664.23,6094.02,6640.55,3.99438,2.3642,0.765402,-0.156922,-0.719903,248.105,0.185021
2024-04-19T09:23:29.583,1916.2,2043.65,2013.85,1986.87,3702.62,3795.55,5954.35,6343.05,4.00478,2.31004,0.595673,-0.180681,-0.85586,248.193,-0.663273
2024-04-19T09:23:29.593,1914.3,2036.57,2018.22,1986.87,4002.84,4013.47,6207.4,6958.62,3.93195,2.22338,0.708826,-0.145042,-1.50166,248.282,0.56204
2024-04-19T09:23:29.603,1920,2038.93,2017.13,1987.9,3352.56,3380.57,6366.79,7137.12,3.99438,2.27755,0.676497,-0.21632,-1.1391,248.37,0.153603
2024-04-19T09:23:29.613,1916.2,2046.01,2016.04,1987.9,3748.98,3942.76,6982.98,6857.94,3.99438,2.28838,0.65225,-0.168802,-1.1391,248.459,0.56204
2024-04-19T09:23:29.623,1916.2,2038.93,2021.5,1988.94,3641.18,3516.19,7309.97,8290.45,3.87993,2.18006,0.611838,-0.133163,-1.63761,248.547,-3.58517
2024-04-19T09:23:29.633,1920.94,2043.65,2018.22,1987.9,2985.1,2825.35,6792.37,8077.64,4.07762,2.19089,0.555262,-0.192561,-1.43368,248.636,-0.254835
2024-04-19T09:23:29.643,1919.05,2046.01,2013.85,1986.87,2689.52,3003.86,7674.76,8098.23,3.96317,2.12589,0.700744,-0.168802,-1.34304,248.724,-0.223417
2024-04-19T09:23:29.653,1920,2044.83,2023.69,1992.06,3656.25,3124.4,8322.17,9171.47,3.90074,2.12589,0.522932,-0.0856442,-1.70559,248.812,0.593458
2024-04-19T09:23:29.663,1921.89,2047.19,2020.41,1989.98,3579.74,2638.73,7073.35,7789.3,4.01519,2.26671,0.644167,-0.0975239,-1.00315,248.901,-0.254835
2024-04-19T09:23:29.673,1916.2,2048.37,2020.41,1989.98,3439.49,3394.48,7191.66,7288.14,4.01519,2.24505,0.547179,-0.145042,-1.00315,248.989,1.85019
2024-04-19T09:23:29.683,1921.89,2044.83,2025.87,1993.1,4173.23,3977.53,7420.07,8359.11,4.07762,2.3642,0.749238,-0.168802,-1.43368,249.166,-1.07171
2024-04-19T09:23:29.693,1922.84,2048.37,2018.22,1991.02,3790.71,3202.07,6987.91,7896.85,4.06721,2.31004,0.724991,-0.145042,-1.07113,249.255,-0.254835
2024-04-19T09:23:29.703,1917.15,2051.91,2021.5,1989.98,3892.72,3977.53,7719.12,7265.27,4.11923,2.40753,0.733073,-0.192561,-1.20708,249.343,1.85019
2024-04-19T09:23:29.713,1924.74,2050.73,2026.97,1997.26,4318.13,4433.07,8622.88,9587.95,4.00478,2.33171,0.99979,-0.156922,-1.56964,249.52,-1.95142
2024-04-19T09:23:29.723,1926.64,2050.73,2022.6,1993.1,3713.05,3475.62,8151.28,9798.49,3.99438,2.34254,0.684579,-0.145042,-1.20708,249.609,0.56204
2024-04-19T09:23:29.733,1920,2053.09,2020.41,1991.02,3368.78,3133.68,8018.19,8903.74,3.97357,2.31004,0.830061,-0.192561,-1.34304,249.697,0.970478
2024-04-19T09:23:29.743,1928.54,2051.91,2026.97,1998.3,4102.53,3566.04,8792.12,9997.57,4.12964,2.25588,0.86239,-0.145042,-1.34304,249.874,0.122184
2024-04-19T09:23:29.753,1926.64,2056.63,2021.5,1995.18,3444.13,2755.8,8567,10530.8,4.00478,2.35337,0.781567,-0.145042,-1.43368,249.874,-0.254835
2024-04-19T09:23:29.763,1923.79,2055.45,2023.69,1994.14,3143.91,2673.5,7970.53,9288.18,4.0464,2.3642,0.692661,-0.204441,-1.20708,249.963,-0.631854
2024-04-19T09:23:29.773,1932.34,2055.45,2030.25,2002.46,4271.76,3424.62,8100.34,9102.82,4.036,2.40753,0.636085,-0.168802,-1.50166,250.051,0.56204
2024-04-19T09:23:29.783,1928.54,2058.99,2024.78,1998.3,4412.02,3836.12,7609.03,8670.32,3.93195,2.23422,0.603756,-0.0975239,-1.20708,250.051,1.78735
2024-04-19T09:23:29.793,1926.64,2055.45,2029.15,1997.26,3924.02,3792.06,7351.05,7569.61,4.05681,2.35337,0.660332,-0.251959,-1.1391,250.14,-0.286253
2024-04-19T09:23:29.803,1935.19,2062.53,2032.43,2006.62,4845.54,4695.04,7280.4,7791.59,4.06721,2.33171,0.716908,-0.2282,-1.20708,250.317,-3.61659
2024-04-19T09:23:29.813,1931.39,2058.99,2026.97,2000.38,4672.83,4692.72,7245.89,8599.38,4.05681,2.35337,0.660332,-0.145042,-1.34304,250.317,4.74067
2024-04-19T09:23:29.823,1928.54,2057.81,2031.34,1998.3,3726.97,4216.31,7996.82,9025.02,3.95276,2.35337,0.733073,-0.263839,-1.63761,250.405,-1.51157
2024-04-19T09:23:29.833,1937.09,2063.71,2031.34,2007.65,4210.33,4247.61,8810.19,9960.95,4.07762,2.3967,0.636085,-0.263839,-1.92086,250.582,-1.54298
2024-04-19T09:23:29.843,1934.24,2060.17,2026.97,2001.42,3557.73,3422.3,8560.43,10588,3.96317,2.13673,0.587591,-0.133163,-1.63761,250.582,-1.95142
2024-04-19T09:23:29.853,1931.39,2056.63,2031.34,1999.34,2797.32,2938.95,8902.21,10123.4,3.91114,2.20172,0.563344,-0.21632,-1.50166,250.671,0.499204
2024-04-19T09:23:29.863,1940.89,2068.44,2033.52,2007.65,3090.59,2948.22,9462.54,10729.8,4.02559,2.34254,0.571426,-0.204441,-1.34304,250.759,2.22721
2024-04-19T09:23:29.873,1936.14,2064.9,2031.34,2004.54,3073.2,2705.96,8297.53,9809.93,3.92155,2.21255,0.684579,-0.061885,-1.34304,250.848,0.56204
2024-04-19T09:23:29.883,1933.29,2058.99,2035.71,2006.62,2227.02,2223.76,7894.95,7979.23,3.95276,2.29921,0.668414,-0.168802,-1.00315,250.936,0.56204
2024-04-19T09:23:29.893,1942.79,2068.44,2037.9,2012.85,2490.15,2055.69,7587.67,7578.77,4.01519,2.32087,0.579509,-0.156922,-1.00315,251.025,0.530622
2024-04-19T09:23:29.903,1937.09,2066.08,2031.34,2008.69,2921.36,2013.96,6925.47,7560.46,4.09842,2.72167,0.61992,-0.0381257,-0.85586,251.025,2.63565
2024-04-19T09:23:29.913,1937.09,2063.71,2040.08,2004.54,2520.28,2109,6197.54,6510.1,4.46258,3.04664,0.595673,-0.156922,-0.561286,251.113,0.530622
2024-04-19T09:23:29.923,1946.59,2073.16,2043.36,2018.05,2812.39,2666.54,5773.6,5983.78,4.93078,3.55576,0.773485,-0.168802,-0.787881,251.202,-2.79972
2024-04-19T09:23:29.933,1938.04,2067.26,2035.71,2015.97,3701.46,3244.96,5132.76,5519.24,4.92038,3.55576,0.886637,-0.0856442,-1.07113,251.29,0.530622
2024-04-19T09:23:29.943,1941.84,2067.26,2043.36,2011.81,2976.99,2782.46,4978.3,4690.86,5.39898,4.40067,0.951296,-0.168802,-1.00315,251.379,-0.694691
2024-04-19T09:23:29.953,1948.49,2077.88,2047.73,2020.13,3956.47,4392.5,5436.75,5011.23,5.43019,3.76157,0.89472,-0.24008,-1.00315,251.556,0.970478
2024-04-19T09:23:29.963,1943.74,2073.16,2038.99,2013.89,3978.49,5012.64,5482.76,6020.4,4.38975,2.65668,0.951296,-0.204441,-1.43368,251.644,-0.317672
2024-04-19T09:23:29.973,1946.59,2070.8,2045.54,2012.85,4409.7,5421.81,6029.94,5759.52,4.15045,2.41837,1.12103,-0.24008,-1.1391,251.821,2.63565
2024-04-19T09:23:29.983,1950.39,2077.88,2044.45,2022.21,4347.1,4864.27,7089.78,6770.98,4.0464,2.32087,1.23418,-0.133163,-1.1391,251.91,0.530622
2024-04-19T09:23:29.993,1945.64,2073.16,2038.99,2011.81,4129.18,3919.58,8371.47,9240.12,3.98397,2.27755,1.1776,-0.0856442,-1.27506,251.998,2.60423
2024-04-19T09:23:30.003,1948.49,2074.34,2043.36,2012.85,3999.37,3828,10049.2,11691,4.06721,2.23422,1.27459,-0.180681,-1.1391,252.087,1.75593
2024-04-19T09:23:30.013,1950.39,2082.6,2044.45,2020.13,4347.1,4106.19,11215.8,13482.8,4.20247,2.52669,1.25034,-0.0975239,-1.00315,252.087,-3.20815
2024-04-19T09:23:30.023,1945.64,2075.52,2041.17,2017.01,4803.81,4029.69,10821.5,12812.3,4.36894,2.89499,1.34733,0.00939287,-1.1391,252.175,0.122184
2024-04-19T09:23:30.033,1950.39,2074.34,2044.45,2011.81,3759.42,3176.57,10182.3,10382,5.27413,4.57399,1.315,-0.061885,-0.719903,252.175,-2.35986
2024-04-19T09:23:30.043,1952.29,2081.42,2045.54,2022.21,3577.43,2877.51,10734.4,11924.4,6.95965,7.27123,1.12103,-0.0856442,-0.493307,252.175,-1.10313
2024-04-19T09:23:30.053,1946.59,2076.7,2042.27,2015.97,4071.23,2896.06,9143.76,11512.5,8.60356,9.71933,1.26651,-0.026246,-0.289371,252.264,-0.726109
2024-04-19T09:23:30.063,1950.39,2077.88,2048.82,2014.93,3606.41,2894.89,7955.74,9061.63,9.84169,11.5067,1.08061,-0.156922,0.00520262,252.352,-0.694691
2024-04-19T09:23:30.073,1951.34,2086.14,2049.92,2026.36,3074.36,3610.08,7581.1,8343.08,9.99775,10.6184,1.26651,-0.21632,-0.221393,252.352,-0.663273
2024-04-19T09:23:30.083,1949.44,2080.24,2047.73,2021.17,4005.15,4176.9,6445.66,7276.7,7.81282,7.15208,1.12911,-0.145042,-0.493307,252.441,-4.08787
2024-04-19T09:23:30.093,1953.24,2080.24,2051.01,2022.21,3303.87,3712.09,5546.84,5311.01,5.52384,4.20569,1.24226,-0.156922,-0.289371,252.529,-1.98284
2024-04-19T09:23:30.103,1953.24,2088.5,2055.38,2031.56,3635.39,4495.66,5446.6,4976.9,4.5146,2.81916,1.21801,-0.168802,-0.425329,252.529,-2.4227
2024-04-19T09:23:30.113,1950.39,2081.42,2054.29,2024.29,4252.06,4963.96,5389.09,5876.23,4.23368,2.41837,1.15335,-0.109404,-1.00315,252.618,-0.286253
2024-04-19T09:23:30.123,1955.14,2082.6,2054.29,2022.21,3438.33,4285.86,5492.61,5759.52,4.01519,2.25588,0.797732,-0.145042,-0.561286,252.795,-2.4227
2024-04-19T09:23:30.133,1955.14,2093.22,2058.66,2034.68,4509.38,5232.87,6328.99,5864.79,3.96317,2.12589,0.967461,-0.0856442,-0.85586,252.883,-1.5744
2024-04-19T09:23:30.143,1953.24,2084.96,2055.38,2026.36,4855.97,4907.15,6821.94,7166.87,3.86953,2.16922,0.967461,0.0212725,-0.640594,252.972,0.090766
2024-04-19T09:23:30.153,1957.04,2084.96,2056.47,2025.33,3946.04,3948.55,7224.52,6951.76,3.94236,2.20172,1.08061,0.00939287,-0.425329,253.149,-0.726109
2024-04-19T09:23:30.163,1955.14,2093.22,2056.47,2031.56,4216.12,4842.25,8445.41,8896.87,3.97357,2.18006,1.09678,-0.0500053,-0.35735,253.237,-2.4227
2024-04-19T09:23:30.173,1956.09,2087.32,2053.19,2024.29,4373.76,4203.56,9523.34,10947.2,3.86953,2.18006,1.20993,0.0569114,-0.289371,253.326,-0.254835
2024-04-19T09:23:30.183,1957.99,2088.5,2055.38,2024.29,3751.3,3311.03,9687.65,10505.6,4.07762,2.45086,1.15335,0.0331522,0.209138,253.414,-2.35986
2024-04-19T09:23:30.193,1955.14,2095.58,2057.57,2032.6,3831.28,3741.07,10441.9,11812.2,5.05563,3.72907,1.16952,-0.026246,-0.35735,253.503,0.499204
2024-04-19T09:23:30.203,1955.14,2087.32,2052.1,2026.36,4260.17,4088.81,10566.8,13311.1,5.85678,5.32142,1.54939,-0.0143664,-0.221393,253.503,0.090766
2024-04-19T09:23:30.213,1957.99,2089.68,2058.66,2024.29,3335.16,3073.4,9980.14,12057.1,6.99086,7.00042,1.37158,-0.061885,-0.0854355,253.591,0.93906
2024-04-19T09:23:30.223,1956.09,2099.12,2058.66,2034.68,3150.86,2985.31,9792.82,11423.2,7.67756,7.74785,1.33117,-0.0856442,-0.221393,253.68,-1.16597
2024-04-19T09:23:30.233,1956.09,2089.68,2055.38,2030.52,3964.58,3481.42,9566.06,11395.8,7.0845,6.67546,1.20185,-0.0381257,-0.640594,253.768,0.499204
2024-04-19T09:23:30.243,1959.89,2090.86,2061.94,2028.44,3493.98,3260.03,8875.92,10306.5,5.77354,4.80147,1.20993,-0.0381257,-0.0854355,253.857,-2.4227
2024-04-19T09:23:30.253,1957.99,2097.94,2065.22,2037.8,3214.62,3249.59,8039.54,9594.82,5.10766,4.21653,1.07253,-0.0975239,-0.0854355,253.857,-1.13455
2024-04-19T09:23:30.263,1957.99,2092.04,2059.75,2032.6,4126.87,3909.14,7065.14,8105.09,4.78512,3.32828,1.14527,-0.00248677,-0.221393,253.945,-1.13455
2024-04-19T09:23:30.273,1962.74,2093.22,2064.12,2030.52,3525.27,3130.2,6729.93,7157.71,4.23368,2.74333,1.01595,-0.061885,-0.153414,254.034,-1.60582
2024-04-19T09:23:30.283,1958.94,2101.48,2068.49,2039.88,3251.71,3498.81,6646.13,7404.85,4.54582,3.05747,0.89472,-0.168802,-0.640594,254.034,-1.5744
2024-04-19T09:23:30.293,1962.74,2094.4,2061.94,2035.72,4607.91,4872.38,6248.48,7068.47,4.18166,2.40753,0.902802,-0.0856442,-0.85586,254.122,1.3475
2024-04-19T09:23:30.303,1966.54,2099.12,2066.31,2035.72,4035.29,4291.66,5970.78,6146.26,4.16085,2.3967,0.830061,-0.0856442,-0.561286,254.211,-2.01426
2024-04-19T09:23:30.313,1964.64,2106.21,2070.68,2043,4705.28,5128.56,6143.31,5963.19,4.036,2.33171,0.86239,-0.109404,-0.561286,254.299,-0.726109
2024-04-19T09:23:30.323,1963.69,2099.12,2070.68,2039.88,5196.77,5278.08,5883.69,6153.12,3.99438,2.33171,1.02404,-0.061885,-0.787881,254.388,-2.86255
2024-04-19T09:23:30.333,1966.54,2100.3,2069.59,2034.68,4389.99,4580.28,6785.8,7180.59,3.97357,2.29921,0.749238,-0.0856442,-0.561286,254.565,-0.317672
2024-04-19T09:23:30.343,1961.79,2107.39,2073.96,2045.08,4155.84,4387.86,8028.04,8947.21,4.0464,2.44003,0.741155,-0.156922,-0.787881,254.565,-0.286253
2024-04-19T09:23:30.353,1966.54,2100.3,2065.22,2038.84,4610.23,4249.93,8695.17,10178.3,4.07762,2.24505,0.886637,-0.00248677,-0.935168,254.653,-3.67943
2024-04-19T09:23:30.363,1967.49,2101.48,2069.59,2033.64,4106,3510.4,9260.43,10203.5,4.06721,2.40753,0.886637,-0.061885,-0.493307,254.83,2.60423
2024-04-19T09:23:30.373,1969.39,2108.57,2076.14,2044.04,3599.46,3669.2,10100.1,11652.1,4.02559,2.37504,0.902802,-0.109404,-0.787881,254.919,0.0593477
2024-04-19T09:23:30.383,1969.39,2102.66,2070.68,2039.88,4451.43,4462.05,9743.52,11707,4.07762,2.34254,0.644167,-0.0381257,-0.935168,255.007,0.907641
2024-04-19T09:23:30.393,1970.34,2103.84,2071.77,2036.76,3564.68,3815.25,9695.87,10512.5,4.00478,2.3642,0.89472,-0.0856442,-0.561286,255.096,-3.27099
2024-04-19T09:23:30.403,1966.54,2112.11,2077.24,2045.08,3306.19,3640.22,10170.8,11297.4,3.97357,2.40753,0.821979,-0.0975239,-0.787881,255.096,-1.5744
2024-04-19T09:23:30.413,1968.44,2101.48,2070.68,2040.92,3791.87,3264.66,9416.53,11233.3,4.07762,2.3642,0.99979,-0.026246,-0.289371,255.184,-1.16597
2024-04-19T09:23:30.423,1970.34,2102.66,2075.05,2040.92,3447.61,2850.85,9036.95,10615.4,4.01519,2.33171,1.0402,-0.0500053,-0.289371,255.273,0.467785
2024-04-19T09:23:30.433,1967.49,2113.29,2082.7,2047.15,2992.06,2988.78,9130.61,11519.3,4.08802,2.54835,0.789649,-0.156922,-0.651924,255.361,0.090766
2024-04-19T09:23:30.443,1969.39,2108.57,2075.05,2046.11,3618,3282.05,8123.35,10279,4.0464,2.32087,0.741155,-0.121283,-0.719903,255.361,-0.317672
2024-04-19T09:23:30.453,1974.13,2107.39,2077.24,2046.11,3837.08,3497.65,7507.16,7791.59,4.01519,2.46169,0.789649,-0.026246,-0.515967,255.45,0.0593477
2024-04-19T09:23:30.463,1972.23,2115.65,2085.98,2051.31,4185.98,4565.21,6978.05,7221.78,4.11923,2.47253,0.636085,-0.061885,-0.935168,255.538,-1.5744
2024-04-19T09:23:30.473,1972.23,2108.57,2078.33,2048.19,4901.18,5159.85,6550.82,7155.43,3.96317,2.40753,0.918967,-0.0856442,-0.515967,255.538,-2.01426
2024-04-19T09:23:30.483,1976.03,2110.93,2080.51,2046.11,4575.46,4889.78,6325.71,6617.66,3.97357,2.37504,0.765402,-0.0856442,-0.447988,255.715,-1.16597
2024-04-19T09:23:30.493,1973.18,2121.55,2085.98,2051.31,3917.07,4504.94,6646.13,7068.47,4.07762,2.38587,0.789649,-0.145042,-0.651924,255.715,-1.5744
2024-04-19T09:23:30.503,1974.13,2113.29,2079.42,2049.23,4327.4,4550.15,7500.58,8308.75,4.0464,2.35337,0.773485,-0.109404,-0.583945,255.803,1.28466
2024-04-19T09:23:30.513,1976.98,2112.11,2081.61,2053.39,3599.46,4200.08,8256.45,9198.93,4.06721,2.21255,0.749238,-0.0856442,-0.719903,255.98,-3.27099
2024-04-19T09:23:30.523,1971.29,2118.01,2089.26,2054.43,3209.98,3818.73,8471.7,9880.86,4.08802,2.25588,0.830061,-0.0856442,-0.85586,255.98,0.090766
2024-04-19T09:23:30.533,1976.98,2113.29,2082.7,2050.27,3092.91,2986.46,7590.95,8754.99,3.89033,2.31004,0.749238,-0.026246,-0.583945,256.069,1.72452
