t;nwl1;nwl2;nwl3;nwl4;fprd1;fprd2;fprd3;fprd4;pstr1;pstr3;astrw;g2;ny;vcrf;v2
0.71;1982.7257968250954;2105.979147809133;2083.2403590902454;2055.384587292312;3326.6754663462725;2908.9355424928917;8322.26079014707;9393.61237969326;3.6261681232737097;2.0369064290493033;0.6266681467600999;-0.09278679714950606;-0.765912968182209;257.41908170868066;0.15866211632523716
0.72;1983.4308579152178;2106.844335922408;2084.1383664610717;2056.1045091639917;3374.612088487221;3020.1826029804974;7923.710239789342;8788.670489216283;3.624525373710639;2.036788380325238;0.632797513268584;-0.09257987743441064;-0.7648845531810691;257.491935979888;0.15726293223162324
0.73;1984.1476291212668;2107.7310905148506;2085.014304898143;2056.8407897608017;3511.6965427536197;3418.188746162993;7307.940726195923;7728.72989326349;3.622896967208436;2.03665365993559;0.6443824809280406;-0.09237441881850904;-0.7605749106484446;257.56123419173576;0.1558600548431554
0.74;1984.860365175225;2108.612638026481;2085.882233068278;2057.576095365106;3616.0353592714205;3684.4340851282695;6964.390344971873;7080.345154275467;3.6212601542549994;2.036509586177143;0.6578073149138819;-0.092167947828245;-0.7552923853872173;257.6408118769838;0.15445376767687582
0.75;1985.5691204737084;2109.4888013426016;2086.742981600603;2058.310062012914;3682.617648138982;3843.5907813960725;6896.282778866086;6750.0671810285485;3.61961382664319;2.0363568338018867;0.6729213520784624;-0.09196026188091887;-0.7490906492728627;257.7307745159394;0.15304403606857886
0.760000000000001;1986.2839290551487;2110.378536175971;2087.580236428324;2059.0562197085183;3805.9999015154135;4170.117227268418;6875.717754014537;6605.760343398725;3.6179808633743704;2.0361858960044463;0.6933028033678094;-0.09175430046560434;-0.7398692066790518;257.826472757642;0.15163082588724838
0.770000000000001;1987.001556566547;2111.27647511758;2088.3962789699526;2059.8111425548655;3960.657052328837;4591.912519193462;7019.481370970228;6834.83164414195;3.616357180690327;2.035997943397326;0.7183079859440752;-0.09154964139263608;-0.7280428616085962;257.9314944834282;0.15021419855910945
0.780000000000001;1987.725397243432;2112.179569068278;2089.2210538756954;2060.5661708730245;4035.3590337589326;4806.876389625449;7180.56580680383;7037.946495547409;3.6147087315950595;2.0358140625416548;0.7428843355911051;-0.09134034668898675;-0.7087430993478474;258.0280348550943;0.14879331226819595
0.790000000000001;1988.4567752137941;2113.0897563624935;2090.0544028333857;2061.322241016657;4030.4138393985804;4820.9768058914115;7346.614897985898;7239.491367099337;3.613036054447607;2.035634453688871;0.7671422709269463;-0.09112638026151922;-0.6811181581903869;258.11500709574125;0.14736810422219876
0.800000000000001;1989.191835365794;2114.0049708981537;2090.882795479976;2062.081326171166;3981.0480843164605;4736.3557899805055;7688.097218506152;7803.771464938272;3.6113534120014252;2.035449386915964;0.7931837168776333;-0.09091041102949497;-0.6476316376184151;258.2041908228298;0.14593902665203812
0.810000000000001;1989.9317401825547;2114.9250026128157;2091.7132602944976;2062.8415748024463;3858.6629778163892;4478.803800139073;8179.614090417183;8678.707041672042;3.6096528333351223;2.0352639485108286;0.819839959761356;-0.09069100670339061;-0.6067036481973672;258.29134529896913;0.14450585679202585
0.820000000000001;1990.6773940899668;2115.8571566978767;2092.523170943957;2063.611955875361;3752.587011543446;4232.983533350654;8586.961348472827;9333.128659507085;3.6079611060949928;2.03506291765737;0.851156875564725;-0.09047251497032988;-0.5604370434981353;258.3776815519377;0.14306906907560313
0.830000000000001;1991.4285318278835;2116.8015744175;2093.310401304832;2064.392933603268;3665.607593513432;4004.527859262214;8918.834491953618;9786.054624341436;3.6062804703189046;2.0348449062094423;0.8874795204505236;-0.09025531406220003;-0.5087996488861785;258.4641625665074;0.1416287093550857
0.840000000000001;1992.18576221897;2117.7546739285704;2094.0916111164684;2065.178656882828;3528.3693428445904;3685.7892926226605;9277.368198201877;10282.082422430409;3.6045914205947436;2.0346214987835856;0.9259000994605093;-0.09003610683422489;-0.44919402955533927;258.5468380906071;0.14018435365681362
0.850000000000001;1992.9493040223763;2118.7182082775;2094.861273889383;2065.971220943022;3359.085284190381;3317.327846689994;9611.116920021104;10705.721843649779;3.6029003803474606;2.0343890570432883;0.9673981656839377;-0.08981592428891653;-0.3818521478838222;258.6259956449781;0.1387361074346739
