t;nwl1;nwl2;nwl3;nwl4;fprd1;fprd2;fprd3;fprd4;pstr1;pstr3;astrw;g2;ny;vcrf;v2
0.56;1945.8987607887477;2076.735243206751;2045.7532433668237;2017.4618958403075;4120.815666536966;4257.135916186839;8254.443371564443;9091.450084171742;4.472342811101903;3.7471789959835258;1.548343397944826;-0.12442601452250339;-0.9625705631226441;252.44449483343007;-1.029973630075879
0.57;1946.4067586056065;2077.6020337898817;2046.562800933716;2018.2635195226362;4014.442273172883;3995.710267821226;8502.787971927535;9415.090285701706;4.593903474831141;4.005939094756571;1.5620440606439698;-0.12315800365452308;-0.9485377333451898;252.53121423361532;-1.0289790386543323
0.58;1946.908304739403;2078.472103901988;2047.3776959288791;2019.0732545724893;3894.447793876371;3749.9709764825097;8636.813969472552;9529.135877483357;4.72715551025877;4.297951108966771;1.5757723218799444;-0.12186017029800912;-0.9344289560306064;252.61841518904558;-1.0279939398435565
0.59;1947.3989745771892;2079.3426820813406;2048.1948448643793;2019.8888259116532;3761.988939034676;3536.6233436351795;8642.778679788618;9408.174128703584;4.871103089179278;4.621255085725515;1.5895598406343043;-0.12053492452308047;-0.9201876438771327;252.70618678776498;-1.0270174793701572
0.6;1947.9255500406905;2080.2431307326538;2049.0486180680114;2020.7363294769386;3589.671078176463;3236.1110489844045;8630.784513339171;9223.705945189255;5.048455649755237;5.024253568580189;1.6031318366417069;-0.11914976252305243;-0.9063426030022173;252.79325506272983;-1.0260612376214486
0.61;1948.4790559204812;2081.167914059692;2049.9324898125947;2021.6108380973453;3382.5248427745746;2878.5902395270177;8552.337758948308;8895.231668501356;5.255051518367406;5.499031897868031;1.6165111048335126;-0.11771067514184502;-0.8928234841571323;252.8799055386077;-1.0251230829438667
0.62;1948.9715951968049;2082.0610461977803;2050.7833705712133;2022.465033545066;3269.7696828717685;2692.3241005279415;8336.092524097523;8594.817445364346;5.39020486163742;5.983200370355956;1.630558469419118;-0.116272586987213;-0.8782717774300802;252.96551046092804;-1.024183476467089
0.63;1949.4019314517186;2082.921722771667;2051.6005517361064;2023.2984565570173;3259.9380486013406;2685.2118950532818;7977.3249913904265;8341.240084503333;5.447507933376941;6.479321281176335;1.6452998527717255;-0.11483555419943785;-0.8626533784781595;253.04981450848274;-1.0232424030023217
0.64;1949.8066564090313;2083.773404758131;2052.4103307070773;2024.1308448954464;3294.738064203619;2771.280823414865;7466.983482422597;7981.625378410313;5.472278936857616;7.013961458120423;1.6603262297897263;-0.11337662206158992;-0.8465867206471521;253.13327441129056;-1.0223080309504706
0.65;1950.1637426702075;2084.6020764050636;2053.1969985219416;2024.9504577107712;3409.5438868054703;3011.655539488717;6779.182109627568;7555.548864442545;5.437070473894844;7.573437749689094;1.6758529957290524;-0.11190915469258601;-0.829731391417343;253.2156284643807;-1.0213756091248603
0.66;1950.5367258171634;2085.448134696782;2054.0065243028484;2025.7919199346343;3521.635868960873;3248.898989797413;6328.861360341001;7141.834951334835;5.406754618850423;7.6135162792046565;1.691298835448789;-0.11039197619394252;-0.8130253754015536;253.30207437825362;-1.0204597948498146
0.67;1950.9297984283642;2086.3142934356165;2054.8420303967946;2026.657619332256;3626.702500844602;3477.895105287017;6141.209677174697;6729.114913555304;5.384782263271503;7.077950408527111;1.7066131249244776;-0.10882202864683946;-0.7965431196192098;253.39311437750212;-1.0195616795280122
0.68;1951.2930561333008;2087.1688347914805;2055.6676801910303;2027.5206713820378;3797.1485524224354;3831.326012555043;5990.616204118045;6307.712437005847;5.314703708121675;6.2097240231619;1.7222605678029301;-0.10723058225921946;-0.7795385481859219;253.4860370810477;-1.0186701393210968
0.69;1951.6405767938597;2088.0207379112057;2056.493748295208;2028.388851006704;4016.3726359741586;4278.544596518579;5983.522027348914;5894.096848944354;5.209625966674766;4.8483533392662235;1.7381068366106855;-0.10560816690485478;-0.7622249925075044;253.58229698074967;-1.0177885479741555
0.7;1952.0505058030697;2088.8801877770657;2057.3202264524452;2029.239523479825;4144.406150903853;4529.432025487269;6277.331895979442;6134.246021721159;5.161121101139575;4.074990204042349;1.7522137988856121;-0.10419048532085216;-0.7467590020643446;253.67431443578923;-1.0168909718062609
0.71;1952.5250987847628;2089.7445743641074;2058.143056782528;2030.0673556695979;4177.501857476035;4573.660112349346;6886.776283807761;7100.80497119461;5.170401432018586;3.9750168269305974;1.7644334784591387;-0.10300503560593656;-0.733278198261964;253.76140072876265;-1.0159735929321398
0.72;1953.0376579094404;2090.6154285088005;2058.96950951777;2030.8884630958435;4171.513562058658;4529.561780719473;7832.6719387677795;8507.137026295348;5.202329011482315;3.8837327762223612;1.7755743953010872;-0.1019346717037473;-0.720926994340737;253.84847007837976;-1.015051021455406
0.73;1953.6093073508855;2091.4946915262353;2059.798488966129;2031.6954661693233;4089.9953932746525;4320.5703001206375;9174.648226576903;10547.276570206079;5.280288911865125;4.077551109459295;1.785085094336323;-0.10104875315425176;-0.7103110466448725;253.93357454718617;-1.0141154584391108
0.74;1954.183073493925;2092.368787661641;2060.6213443392103;2032.4948830628853;4033.8352997499746;4152.483847286277;9965.08844242925;11667.16980497886;5.335804988262019;4.445863524954924;1.7941795700618033;-0.10021952337046419;-0.7000221809454712;254.02077410337267;-1.0131792231012782
0.75;1954.757748504572;2093.237736437072;2061.438414638199;2033.287454751637;4008.1393152246133;4035.562150959792;10146.983186647067;11740.392476860357;5.36535746681326;4.952255048672033;1.8028884410129236;-0.09944176807532198;-0.6900270146338072;254.1107235868214;-1.0122430614371913
0.76;1955.3807194556173;2094.1098237672695;2062.2527565109194;2034.0629869833836;3931.340737304646;3801.0024930775185;10236.910887868524;11687.867670917401;5.422907490346421;5.886202287872719;1.8101014166404041;-0.09884297107407537;-0.6815798518771548;254.19986571830347;-1.0112936614404946
0.77;1956.0411523023836;2094.982191773001;2063.0623989413925;2034.8223434714469;3824.602232666087;3491.5339855546135;9992.242753787075;11104.931069869317;5.493853951228139;7.238396196476168;1.8160371201422172;-0.09840060533384583;-0.6744232967020106;254.28925799020968;-1.010333178041552
0.78;1956.7008863594403;2095.8589847009857;2063.8803741798447;2035.5916046380773;3765.4178729617493;3339.5858644021073;9607.425057502865;10550.07988531197;5.530521177991167;7.853925364430009;1.8219038627463888;-0.09793374409048496;-0.6673030592648687;254.37316794255423;-1.0093844694122436
0.79;1957.3630623480917;2096.7413262298755;2064.707773223211;2036.3711197811185;3751.170218674176;3346.5352808110774;9106.492676700911;10102.727881187526;5.534661245054217;7.688195039004489;1.827640416290675;-0.09744646573866925;-0.6602938242672273;254.45064011584068;-1.008447414569893
0.8;1958.0395918835227;2097.6251879661077;2065.5367500552375;2037.148390787495;3759.2687470439055;3430.678391625193;8302.339333182452;9146.135482645972;5.51882911787631;7.304237573903524;1.832781108923441;-0.09701457647166274;-0.6538582510759977;254.5251824714593;-1.0075120568495262
0.81;1958.7222808789504;2098.5118281063446;2066.370687252932;2037.9296918536772;3808.6241870327644;3651.607400984365;7232.840795269002;7800.28842032072;5.471260460499424;6.409920086752936;1.8375923603829345;-0.09659637637591968;-0.6477225932031491;254.59505049910055;-1.0065838186223823
0.82;1959.4476361210066;2099.401118114424;2067.2027206249654;2038.6965362075612;3832.823390295664;3824.9810759633297;6477.447238979587;6878.2074421630505;5.433451184019449;5.764791714960367;1.841023287315363;-0.09633683240462185;-0.6430063553031468;254.67337801575826;-1.0056453265799237
0.83;1960.2182304356102;2100.292683127459;2068.0319203562676;2039.447106763819;3829.353402280551;3942.9384833389818;6065.982374741282;6362.522184912866;5.406568154842053;5.4364327367731065;1.8429841216038212;-0.09624855247751359;-0.6398019633892097;254.7614628108321;-1.0046950842648663
0.84;1961.0099174064653;2101.1876621173355;2068.864453650214;2040.195508221839;3847.155803567698;4148.370239903699;5749.014955854798;5938.273501718132;5.359893299907704;4.807475032348453;1.844192980310727;-0.09622764063830955;-0.6373529647444923;254.85149112401857;-1.0037459736918908
0.85;1961.8315507945856;2102.085980315969;2069.6986535791057;2040.9372547771322;3872.0603737949114;4402.491069568573;5682.294588747843;5796.8983821462325;5.302038477010084;4.052709466132784;1.8443898177070863;-0.09630937259570997;-0.6359359024379403;254.94700572571304;-1.0027938394731415
0.86;1962.6117227555615;2102.9694679361655;2070.5216303509633;2041.67815519219;3885.357992785384;4530.055701179971;5748.96631660895;5846.587792138242;5.292863629734758;3.69515365432114;1.8436644896215095;-0.09634380587965966;-0.6338757506841561;255.0363086725748;-1.001852381999604
0.87;1963.34147236115;2103.8365145980733;2071.3327950774865;2042.4201250722426;3890.6651991059043;4530.658213287566;5957.178924184048;6097.855285993982;5.334871881681431;3.7181231591286314;1.8420754039615568;-0.09630703827727524;-0.6309497067402613;255.1180825356911;-1.0009241891190483
0.88;1964.0613608005187;2104.6956175082787;2072.1369640825524;2043.1569757473526;3886.972597301729;4460.581217955289;6509.678775401414;6764.4102394323245;5.405808463868335;4.002392661753268;1.839368125128403;-0.09629714099040107;-0.6281670404888159;255.20097963420378;-0.9999996485683372
0.89;1964.7508129454363;2105.5416285015863;2072.930601954846;2043.890587119417;3870.3347753857843;4274.40477272862;7406.341544586506;7857.278373188829;5.522011227746535;4.681044415813442;1.8355630392304418;-0.09627010493391909;-0.6250470477324542;255.28201813152492;-0.9990829019149241
0.9;1965.4460978717107;2106.385163619801;2073.7223694554054;2044.6204473252753;3864.3359651905753;4110.9242397430135;8129.8996475504555;8775.455384034092;5.640746922623732;5.313541484972137;1.830738129824293;-0.0962915985342573;-0.6224116312578686;255.36703884917267;-0.9981687551319489
0.91;1966.1501888948492;2107.2266908089123;2074.5124667114633;2045.345926587177;3869.0365162276717;3974.3033923920584;8684.331991032564;9523.846758529098;5.760802408495438;5.896201687358015;1.8248443084225514;-0.09636971386562025;-0.6203443181624143;255.45731076262152;-0.9972564562013184
0.92;1966.8266957474966;2108.0562706072783;2075.2933809969963;2046.0688965469335;3869.448880168007;3755.7104380702717;9341.257219796807;10427.903514192363;5.918121787869296;6.766807558276866;1.8178435592014286;-0.09643288401096388;-0.6180129514497473;255.5476727877576;-0.9963522887612017
0.93;1967.4828040623422;2108.875890299452;2076.066721908419;2046.7891334499368;3870.504226099872;3483.193351368045;9985.681683880635;11355.706544669652;6.104467751647923;7.8404749517096315;1.8097268028637141;-0.0964947686904094;-0.6155881390233447;255.63981998591564;-0.9954552030601798
0.94;1968.1791156725726;2109.6975246886263;2076.8386306860716;2047.4961741985308;3871.5835686395653;3335.0147054652834;10291.359221477416;11781.51635522832;6.208572229411665;8.420214077640345;1.8001206272885601;-0.09670717308649973;-0.6145909406145668;255.72471495015114;-0.994549984424823
0.95;1968.915887353245;2110.5207709394126;2077.608557580281;2048.189310662247;3871.2308431365846;3315.1586093926658;10235.560169923745;11667.571269787682;6.224319203246553;8.48052866205397;1.7889684879246983;-0.09707379418723919;-0.6150454507681411;255.80100366988515;-0.9936361975253659
0.96;1969.6684326483246;2111.340989706684;2078.3744499197046;2048.873323299148;3873.2645668200944;3357.7812381681433;9878.543260272907;11278.581184078892;6.199143814256674;8.29715054503924;1.776420056250814;-0.09753071592193384;-0.6163340116296387;255.8743553403821;-0.9927204985758313
0.97;1970.4517006136643;2112.1609268723855;2079.1375809848696;2049.5453526436604;3877.300406779014;3509.71228946911;9116.668957911636;10466.594351262114;6.102824657458207;7.684345433698878;1.7623532412874072;-0.09811671327195311;-0.6188416520264095;255.9421221160127;-0.9917990048405759
